f U Un
1 18.9471 660.8685036623648
2 6.70019 233.7003836763167
3 3.64837 127.25392396232995
4 2.37082 82.69340774328566
5 1.69747 59.20718521102197
6 1.29228 45.07429368678061
7 1.02641 35.80083711196372
8 0.84096 29.332403208929193
9 0.70559 24.61074293686781
10 0.60322 21.040111614928495
11 0.5236 18.262992675270315
12 0.46025 16.053365887687477
13 0.40886 14.260899895361003
14 0.36651 12.78374607603767
15 0.33111 11.549005929543076
16 0.30118 10.505057551447505
17 0.2756 9.612835716777118
18 0.25354 8.843390303453086
19 0.23435 8.17404952912452
20 0.21755 7.588071154516916
21 0.20273 7.071154516916637
22 0.18959 6.612835716777119
23 0.17787 6.204046041158005
24 0.16737 5.837809557028252
25 0.15791 5.507847924659923
26 0.14937 5.2099755842343916
27 0.14161 4.9393093826299275
28 0.13455 4.693058946634112
29 0.12809 4.467736309731427
30 0.12218 4.261597488664108
31 0.11674 4.071852110219742
32 0.11173 3.897104987792117
33 0.10711 3.7359609347750258
34 0.10282 3.5863271712591556
35 0.09884 3.447506103941402
36 0.09514 3.3184513428671085
37 0.09169 3.198116498081618
38 0.08847 3.0858039762818272
39 0.08546 2.980816184164632
40 0.08263 2.882106731775375
41 0.07998 2.7896756191140564
42 0.07749 2.7028252528775725
43 0.07515 2.62120683641437
44 0.07294 2.5441227764213465
45 0.07085 2.471224276246948
46 0.06888 2.4025113358911754
47 0.06702 2.337635158702476
48 0.06525 2.275898151377747
49 0.06357 2.2173003139169865
50 0.06198 2.161841646320195
51 0.06047 2.1091733519358216
52 0.05903 2.0589466341123126
53 0.05766 2.0111614928496686
54 0.05635 1.9654691314963375
55 0.0551 1.9218695500523195
56 0.05391 1.8803627485176142
57 0.05278 1.8409487268922218
58 0.05169 1.8029298918730379
59 0.05064 1.7663062434600627
60 0.04965 1.7317753749564004
61 0.04869 1.6982908964073944
62 0.04777 1.666201604464597
63 0.04689 1.6355074991280083
64 0.04604 1.605859783746076
65 0.04522 1.5772584583188003
66 0.04444 1.5500523194977327
67 0.04369 1.5238925706313218
68 0.04296 1.4984304150680152
69 0.04226 1.4740146494593651
70 0.04158 1.4502964771538192
71 0.04093 1.4276246948029299
72 0.0403 1.4056505057551447
73 0.03969 1.384373910010464
74 0.03911 1.3641437042204394
75 0.03854 1.3442622950819672
76 0.03799 1.3250784792465993
77 0.03745 1.3062434600627832
78 0.03694 1.2884548308336239
79 0.03644 1.2710149982560166
80 0.03596 1.2542727589815137
81 0.03549 1.2378793163585629
82 0.03503 1.221834670387164
83 0.03459 1.20648761771887
84 0.03416 1.1914893617021278
85 0.03374 1.1768399023369376
86 0.03334 1.1628880362748517
87 0.03295 1.1492849668643181
88 0.03256 1.1356818974537843
89 0.03219 1.1227764213463551
90 0.03183 1.1102197418904778
91 0.03147 1.0976630624346004
92 0.03113 1.0858039762818277
93 0.0308 1.074293686780607
94 0.03047 1.062783397279386
95 0.03015 1.0516219044297175
96 0.02984 1.040809208231601
97 0.02954 1.0303453086850365
98 0.02924 1.0198814091384723
99 0.02896 1.0101151028950122
100 0.02867 1.0
101 0.0284 0.9905824904080921
102 0.02813 0.9811649808161841
103 0.02787 0.9720962678758284
104 0.02761 0.9630275549354725
105 0.02736 0.9543076386466689
106 0.02712 0.9459365190094174
107 0.02688 0.937565399372166
108 0.02664 0.9291942797349145
109 0.02641 0.9211719567492151
110 0.02618 0.9131496337635158
111 0.02596 0.9054761074293687
112 0.02575 0.8981513777467736
113 0.02554 0.8908266480641786
114 0.02533 0.8835019183815834
115 0.02513 0.8765259853505406
116 0.02493 0.8695500523194978
117 0.02473 0.8625741192884547
118 0.02454 0.855946982908964
119 0.02435 0.8493198465294733
120 0.02417 0.8430415068015347
121 0.02398 0.8364143704220439
122 0.02381 0.8304848273456575
123 0.02363 0.8242064876177189
124 0.02346 0.8182769445413325
125 0.02329 0.812347401464946
126 0.02313 0.8067666550401116
127 0.02296 0.8008371119637252
128 0.0228 0.7952563655388908
129 0.02265 0.7900244157656087
130 0.02249 0.7844436693407743
131 0.02234 0.7792117195674921
132 0.02219 0.77397976979421
133 0.02204 0.7687478200209278
134 0.0219 0.7638646668991977
135 0.02175 0.7586327171259155
136 0.02161 0.7537495640041856
137 0.02148 0.7492152075340076
138 0.02134 0.7443320544122777
139 0.02121 0.7397976979420997
140 0.02107 0.7349145448203697
141 0.02094 0.7303801883501918
142 0.02082 0.7261946285315661
143 0.02069 0.7216602720613882
144 0.02056 0.7171259155912102
145 0.02044 0.7129403557725845
146 0.02032 0.7087547959539588
147 0.0202 0.7045692361353331
148 0.02008 0.7003836763167074
149 0.01997 0.6965469131496338
150 0.01985 0.692361353331008
151 0.01974 0.6885245901639344
152 0.01963 0.6846878269968608
153 0.01952 0.6808510638297872
154 0.01941 0.6770143006627136
155 0.01931 0.6735263341471922
156 0.0192 0.6696895709801185
157 0.0191 0.6662016044645971
158 0.01899 0.6623648412975235
159 0.01889 0.6588768747820021
160 0.01879 0.6553889082664807
161 0.01869 0.6519009417509591
162 0.01859 0.6484129752354377
163 0.0185 0.6452738053714684
164 0.0184 0.641785838855947
165 0.01831 0.6386466689919776
166 0.01821 0.6351587024764562
167 0.01812 0.6320195326124869
168 0.01803 0.6288803627485177
169 0.01794 0.6257411928845483
170 0.01785 0.622602023020579
171 0.01776 0.6194628531566098
172 0.01768 0.6166724799441926
173 0.01759 0.6135333100802233
174 0.01751 0.6107429368678061
175 0.01742 0.6076037670038368
176 0.01734 0.6048133937914196
177 0.01726 0.6020230205790025
178 0.01718 0.5992326473665853
179 0.01709 0.596093477502616
180 0.01701 0.5933031042901988
181 0.01694 0.5908615277293338
182 0.01686 0.5880711545169166
