x N
1.8089682E+0 9.0981932E+20
1.7941623E+0 9.2767894E+20
1.7798103E+0 9.5543317E+20
1.7656208E+0 9.6671481E+20
1.7513735E+0 9.8531423E+20
1.7374972E+0 9.7742570E+20
1.7227866E+0 9.6903888E+20
1.7084267E+0 9.6355508E+20
1.6932952E+0 9.6406696E+20
1.6786989E+0 9.8477231E+20
1.6639333E+0 9.8456198E+20
1.6490708E+0 9.7796609E+20
1.6338340E+0 9.6562719E+20
1.6183033E+0 9.6767395E+20
1.6028404E+0 9.8223720E+20
1.5874749E+0 9.7975383E+20
1.5716290E+0 9.7474966E+20
1.5557920E+0 9.8066036E+20
1.5398149E+0 9.7015524E+20
1.5232954E+0 9.7348007E+20
1.5070873E+0 9.7735298E+20
1.4903376E+0 9.6036141E+20
1.4731707E+0 9.6694658E+20
1.4562673E+0 9.6795083E+20
1.4387301E+0 9.6487528E+20
1.4213047E+0 9.7364234E+20
1.4036535E+0 9.5745934E+20
1.3851789E+0 9.4949641E+20
1.3667503E+0 9.6828070E+20
1.3485056E+0 9.6789114E+20
1.3295535E+0 9.4904697E+20
1.3100313E+0 9.4882017E+20
1.2905049E+0 9.6398334E+20
1.2710160E+0 9.5383286E+20
1.2504523E+0 9.5228660E+20
1.2302620E+0 9.5306203E+20
1.2090396E+0 9.4126499E+20
1.1876084E+0 9.3791752E+20
1.1654517E+0 9.2327924E+20
1.1424858E+0 9.1309301E+20
1.1189124E+0 9.1048109E+20
