0.03805	-1.948E-4
0.04605	-1.939E-4
0.05705	-1.914E-4
0.06705	-1.895E-4
0.07805	-1.879E-4
0.08805	-1.849E-4
0.09705	-1.821E-4
0.10705	-1.799E-4
0.11805	-1.755E-4
0.12605	-1.726E-4
0.13605	-1.682E-4
0.14705	-1.634E-4
0.15805	-1.556E-4
0.16705	-1.509E-4
0.17705	-1.424E-4
0.18705	-1.343E-4
0.19605	-1.217E-4
0.20605	-1.166E-4
0.21805	-9.688E-5
0.22605	-8.934E-5
0.23705	-7.376E-5
0.24605	-4.777E-5
0.25605	-2.385E-5
0.26605	-7.4E-10
0.27605	4.453E-5
0.28805	8.767E-5
0.29705	1.503E-4
0.30705	2.21E-4
0.31605	3.155E-4
0.32705	4.301E-4
0.33805	5.941E-4
0.34805	7.392E-4
0.35805	9.448E-4
0.36705	0.0013
0.37805	0.00164
0.38705	0.00244
0.39605	0.00309
0.40705	0.00385
0.41805	0.00551
0.42705	0.00676
0.43805	0.00884
0.44805	0.01131
0.45705	0.01464
0.46805	0.0194
0.47605	0.02507
