N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 5.738130000E-04 4.689280000E-04 3.955530000E-04 3.413190000E-04
1.600000000E+01 3.598612000E-03 3.418845000E-03 3.296804000E-03 3.201549000E-03
1.700000000E+01 2.615976500E-02 2.615960100E-02 2.635288400E-02 2.670824600E-02
1.549996187E+01 2.176500000E-05 -8.755700000E-05 -1.752650000E-04 -2.521850000E-04
1.649996187E+01 1.029975000E-02 1.003845100E-02 9.929742000E-03 9.918407000E-03
1.674996808E+01 1.668076400E-02 1.645603100E-02 1.644606600E-02 1.655416600E-02
1.624993176E+01 6.225654000E-03 5.986939000E-03 5.861063000E-03 5.794439000E-03
1.574996808E+01 1.719003000E-03 1.570641000E-03 1.449837000E-03 1.351964000E-03
1.524993176E+01 4.553990000E-04 3.559470000E-04 2.905540000E-04 2.440110000E-04
