N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.208122000E-03 9.938710000E-04 8.435870000E-04 7.323980000E-04
1.600000000E+01 7.485056000E-03 7.168211000E-03 6.948254000E-03 6.772220000E-03
1.700000000E+01 4.613454600E-02 4.716928600E-02 4.827040900E-02 4.951662400E-02
1.549996187E+01 9.699800000E-05 -1.528110000E-04 -3.546490000E-04 -5.331750000E-04
1.649996187E+01 1.990880500E-02 1.977634500E-02 1.982564400E-02 2.000562500E-02
1.674996808E+01 3.077320600E-02 3.102426300E-02 3.151079100E-02 3.211068100E-02
1.624993176E+01 1.254812100E-02 1.223290400E-02 1.208762000E-02 1.203334900E-02
1.574996808E+01 3.663385000E-03 3.355827000E-03 3.099330000E-03 2.886967000E-03
1.524993176E+01 9.422540000E-04 7.405020000E-04 6.071220000E-04 5.118830000E-04
