N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.184900000E-05 9.866000000E-06 8.693000000E-06 7.974000000E-06
1.600000000E+01 9.477700000E-05 9.081300000E-05 8.858700000E-05 8.707700000E-05
1.700000000E+01 1.347988000E-03 1.306289000E-03 1.285768000E-03 1.280779000E-03
1.549996187E+01 1.462900000E-05 1.708200000E-05 1.934800000E-05 2.135000000E-05
1.649996187E+01 3.363930000E-04 3.210920000E-04 3.126310000E-04 3.077770000E-04
1.674996808E+01 6.645380000E-04 6.392510000E-04 6.247650000E-04 6.167910000E-04
1.624993176E+01 1.766200000E-04 1.679370000E-04 1.632500000E-04 1.604510000E-04
1.574996808E+01 4.820100000E-05 4.736500000E-05 4.710700000E-05 4.717300000E-05
1.524993176E+01 -1.777400000E-05 -1.110100000E-05 -5.447000000E-06 -8.760000001E-07
