d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.016932340E+00 1.186793724E+00 -1.698613840E-01 1.016474453E+00 1.185896366E+00 -1.694219130E-01 4.578870000E-04 8.973580000E-04
150 1.549996187E+01 1.215014941E+00 1.212282469E+00 2.732472000E-03 1.213662326E+00 1.210123911E+00 3.538415000E-03 1.352615000E-03 2.158558000E-03
150 1.600000000E+01 1.257196064E+00 1.226553644E+00 3.064242000E-02 1.252733568E+00 1.222683685E+00 3.004988300E-02 4.462496000E-03 3.869959000E-03
150 1.649996187E+01 1.285693153E+00 1.229690088E+00 5.600306500E-02 1.273139472E+00 1.223668629E+00 4.947084300E-02 1.255368100E-02 6.021459000E-03
150 1.700000000E+01 1.323147680E+00 1.245394522E+00 7.775315800E-02 1.292663193E+00 1.234477146E+00 5.818604700E-02 3.048448700E-02 1.091737600E-02
180 1.500000000E+01 1.015072096E+00 1.181849531E+00 -1.667774350E-01 1.014725445E+00 1.181082580E+00 -1.663571350E-01 3.466510000E-04 7.669510000E-04
180 1.549996187E+01 1.207966144E+00 1.209272101E+00 -1.305957000E-03 1.206754947E+00 1.207377630E+00 -6.226830000E-04 1.211197000E-03 1.894471000E-03
180 1.600000000E+01 1.253766651E+00 1.223172150E+00 3.059450100E-02 1.249740713E+00 1.219736935E+00 3.000377800E-02 4.025938000E-03 3.435215000E-03
180 1.649996187E+01 1.282940209E+00 1.225797805E+00 5.714240400E-02 1.271400759E+00 1.219949620E+00 5.145113900E-02 1.153945000E-02 5.848185000E-03
180 1.700000000E+01 1.319696649E+00 1.242190628E+00 7.750602100E-02 1.290554070E+00 1.231789834E+00 5.876423600E-02 2.914257900E-02 1.040079400E-02
210 1.500000000E+01 1.013701070E+00 1.177107340E+00 -1.634062700E-01 1.013426036E+00 1.176426927E+00 -1.630008910E-01 2.750340000E-04 6.804130000E-04
210 1.549996187E+01 1.203261382E+00 1.206741020E+00 -3.479638000E-03 1.202142778E+00 1.205016808E+00 -2.874030000E-03 1.118604000E-03 1.724212000E-03
210 1.600000000E+01 1.250665571E+00 1.220565629E+00 3.009994200E-02 1.246924253E+00 1.217320130E+00 2.960412300E-02 3.741318000E-03 3.245499000E-03
210 1.649996187E+01 1.280543137E+00 1.222974088E+00 5.756904900E-02 1.269644124E+00 1.217200749E+00 5.244337500E-02 1.089901300E-02 5.773339000E-03
210 1.700000000E+01 1.315637618E+00 1.239541480E+00 7.609613800E-02 1.287292077E+00 1.229069735E+00 5.822234200E-02 2.834554100E-02 1.047174500E-02
240 1.500000000E+01 1.012613756E+00 1.172474084E+00 -1.598603280E-01 1.012388357E+00 1.171854954E+00 -1.594665970E-01 2.253990000E-04 6.191300000E-04
240 1.549996187E+01 1.198255459E+00 1.204199294E+00 -5.943835000E-03 1.197206016E+00 1.202593068E+00 -5.387052000E-03 1.049443000E-03 1.606226000E-03
240 1.600000000E+01 1.247840625E+00 1.218123810E+00 2.971681500E-02 1.244289477E+00 1.214740275E+00 2.954920200E-02 3.551148000E-03 3.383535000E-03
240 1.649996187E+01 1.278506692E+00 1.220452166E+00 5.805452600E-02 1.268033583E+00 1.214716159E+00 5.331742400E-02 1.047310900E-02 5.736007000E-03
240 1.700000000E+01 1.314111042E+00 1.237758324E+00 7.635271800E-02 1.286233368E+00 1.227239047E+00 5.899432100E-02 2.787767400E-02 1.051927700E-02
