X Y Xfit Yfit
2.4899800E+1 1.8544000E+2 2.6965845E+1 1.8388893E+2
2.8512500E+1 2.0243400E+2 3.0077497E+1 2.0082884E+2
3.2465900E+1 2.2094800E+2 3.3589278E+1 2.1929309E+2
3.6796100E+1 2.4139100E+2 3.7557645E+1 2.3940955E+2
4.2047200E+1 2.6305200E+2 4.2047200E+1 2.6131429E+2
4.7637700E+1 2.8696200E+2 4.7131705E+1 2.8515154E+2
5.4070400E+1 3.1270400E+2 5.2895123E+1 3.1107322E+2
6.1218700E+1 3.4077800E+2 5.9432635E+1 3.3923833E+2
6.9476300E+1 3.7075600E+2 6.6851588E+1 3.6981197E+2
7.8438100E+1 4.0367400E+2 7.5272228E+1 4.0296389E+2
8.8781600E+1 4.3852200E+2 8.4828125E+1 4.3886671E+2
1.0006800E+2 4.7611800E+2 9.5666046E+1 4.7769356E+2
1.1282100E+2 5.1630200E+2 1.0794509E+2 5.1961536E+2
1.2697300E+2 5.5929600E+2 1.2183470E+2 5.6479763E+2
1.4261300E+2 6.0639500E+2 1.3751133E+2 6.1339719E+2
1.5986500E+2 6.5647400E+2 1.5515324E+2 6.6555909E+2
1.7876700E+2 7.1057200E+2 1.7493328E+2 7.2141420E+2
1.9898300E+2 7.6830100E+2 1.9700926E+2 7.8107820E+2
2.2151200E+2 8.3038500E+2 2.2151200E+2 8.4465334E+2
2.4591100E+2 8.9505000E+2 2.4853154E+2 9.1223355E+2
2.7205600E+2 9.6537700E+2 2.7810206E+2 9.8391438E+2
3.0055400E+2 1.0410000E+3 3.1018764E+2 1.0598094E+3
3.3076000E+2 1.1222500E+3 3.4467013E+2 1.1400719E+3
3.6421200E+2 1.2100600E+3 3.8134260E+2 1.2249240E+3
3.9906600E+2 1.3044600E+3 4.1991024E+2 1.3146889E+3
4.3501700E+2 1.4027500E+3 4.6000124E+2 1.4098258E+3
4.7393400E+2 1.5087500E+3 5.0118793E+2 1.5109626E+3
5.1399200E+2 1.6196100E+3 5.4301783E+2 1.6189214E+3
5.5414400E+2 1.7399900E+3 5.8505109E+2 1.7347361E+3
5.9479600E+2 1.8701300E+3 6.2690039E+2 1.8596561E+3
6.4097100E+2 2.0117100E+3 6.6826810E+2 1.9951395E+3
6.8617200E+2 2.1646400E+3 7.0897635E+2 2.1428370E+3
7.3301200E+2 2.3364700E+3 7.4898711E+2 2.3045696E+3
7.7761200E+2 2.5160800E+3 7.8841140E+2 2.4823061E+3
8.2750900E+2 2.7121700E+3 8.2750900E+2 2.6781442E+3
8.7663200E+2 2.9261600E+3 8.6668118E+2 2.8942983E+3
9.2892300E+2 3.1596200E+3 9.0645985E+2 3.1330954E+3
9.7591400E+2 3.4206900E+3 9.4749652E+2 3.3969798E+3
1.0384600E+3 3.7055700E+3 9.9055382E+2 3.6885253E+3
1.0893800E+3 4.0212000E+3 1.0365015E+3 4.0104542E+3
1.1503000E+3 4.3722500E+3 1.0863180E+3 4.3656596E+3
1.2094500E+3 4.7353200E+3 1.1410993E+3 4.7572322E+3
1.2723000E+3 5.1471000E+3 1.2020731E+3 5.1884870E+3
1.3371700E+3 5.6159800E+3 1.2706209E+3 5.6629921E+3
1.4236800E+3 6.1264300E+3 1.3483067E+3 6.1845963E+3
1.4919400E+3 6.6839000E+3 1.4369126E+3 6.7574553E+3
1.5834600E+3 7.2722300E+3 1.5384822E+3 7.3860581E+3
1.6853400E+3 7.9416600E+3 1.6553722E+3 8.0752488E+3
1.8145800E+3 8.6885600E+3 1.7903130E+3 8.8302465E+3
1.9464800E+3 9.4991100E+3 1.9464800E+3 9.6566625E+3
2.1159400E+3 1.0402500E+4 2.1275748E+3 1.0560505E+4
2.2929900E+3 1.1384400E+4 2.3379214E+3 1.1548185E+4
2.4900000E+3 1.2469000E+4 2.5825761E+3 1.2626508E+4
2.7428800E+3 1.3640700E+4 2.8674513E+3 1.3802643E+4
3.0742300E+3 1.4937600E+4 3.1994600E+3 1.5084087E+4
3.4560800E+3 1.6367500E+4 3.5866746E+3 1.6478596E+4
3.8660600E+3 1.7918600E+4 4.0385075E+3 1.7994089E+4
4.3412000E+3 1.9586200E+4 4.5659035E+3 1.9638500E+4
4.9921400E+3 2.1419600E+4 5.1815521E+3 2.1419600E+4
5.6451700E+3 2.3476900E+4 5.9001032E+3 2.3344738E+4
6.5662200E+3 2.5519700E+4 6.7383872E+3 2.5420521E+4
7.5684200E+3 2.7821700E+4 7.7156128E+3 2.7652384E+4
8.7417900E+3 3.0196900E+4 8.8535453E+3 3.0044096E+4
1.0176600E+4 3.2982700E+4 1.0176600E+4 3.2597090E+4
1.1695500E+4 3.5548100E+4 1.1711835E+4 3.5309691E+4
1.3627200E+4 3.8616000E+4 1.3488856E+4 3.8176313E+4
1.5793500E+4 4.1438400E+4 1.5539371E+4 4.1186307E+4
1.8467600E+4 4.4661500E+4 1.7896681E+4 4.4323070E+4
2.1132300E+4 4.8089600E+4 2.0594577E+4 4.7562769E+4
2.4847300E+4 5.1504200E+4 2.3666071E+4 5.0873474E+4
2.8415000E+4 5.4762000E+4 2.7141502E+4 5.4214286E+4
3.2918900E+4 5.7591200E+4 3.1046330E+4 5.7534998E+4
3.6947600E+4 6.0568200E+4 3.5398425E+4 6.0776225E+4
4.2649900E+4 6.3481600E+4 4.0205126E+4 6.3870373E+4
4.8471000E+4 6.6188900E+4 4.5460633E+4 6.6743747E+4
5.4790000E+4 6.7649000E+4 5.1143250E+4 6.9319369E+4
