T nFsrh nFBsrh dnsrh nF nFB dn
290 1.200658986E+00 1.212196690E+0 -1.153770400E-02 1.200658986E+00 1.212196690E+0 -1.153770400E-02
295 1.209825601E+00 1.181414241E+0 2.841136000E-02 1.209825601E+00 1.181414241E+0 2.841136000E-02
300 1.208190780E+00 1.155756952E+0 5.243382800E-02 1.208190780E+00 1.155756952E+0 5.243382800E-02
305 1.217174983E+00 1.134290485E+0 8.288449800E-02 1.217174983E+00 1.134290485E+0 8.288449800E-02
310 1.222337547E+00 1.116260135E+0 1.060774120E-01 1.222337547E+00 1.116260135E+0 1.060774120E-01
315 1.220138398E+00 1.101055916E+0 1.190824820E-01 1.220138398E+00 1.101055916E+0 1.190824820E-01
320 1.227613743E+00 1.088184039E+0 1.394297040E-01 1.227613743E+00 1.088184039E+0 1.394297040E-01
325 1.231105478E+00 1.077243887E+0 1.538615910E-01 1.231105478E+00 1.077243887E+0 1.538615910E-01
330 1.238752657E+00 1.067909549E+0 1.708431080E-01 1.238752657E+00 1.067909549E+0 1.708431080E-01
335 1.245799170E+00 1.059915085E+0 1.858840850E-01 1.245799170E+00 1.059915085E+0 1.858840850E-01
340 1.248451768E+00 1.053042778E+0 1.954089900E-01 1.248451768E+00 1.053042778E+0 1.954089900E-01
