T nFsrh nFBsrh dnsrh nF nFB dn
290 1.165146443E+00 1.000951740E+0 1.641947030E-01 1.165146443E+00 1.000951740E+0 1.641947030E-01
295 1.171822269E+00 1.000924966E+0 1.708973030E-01 1.171822269E+00 1.000924966E+0 1.708973030E-01
300 1.168812821E+00 1.000900055E+0 1.679127660E-01 1.168812821E+00 1.000900055E+0 1.679127660E-01
305 1.174465574E+00 1.000876839E+0 1.735887350E-01 1.174465574E+00 1.000876839E+0 1.735887350E-01
310 1.178890412E+00 1.000855168E+0 1.780352440E-01 1.178890412E+00 1.000855168E+0 1.780352440E-01
315 1.178056282E+00 1.000834909E+0 1.772213730E-01 1.178056282E+00 1.000834909E+0 1.772213730E-01
320 1.178514303E+00 1.000815943E+0 1.776983600E-01 1.178514303E+00 1.000815943E+0 1.776983600E-01
325 1.161623599E+00 1.000798164E+0 1.608254350E-01 1.161623599E+00 1.000798164E+0 1.608254350E-01
330 1.145941959E+00 1.000781476E+0 1.451604830E-01 1.145941959E+00 1.000781476E+0 1.451604830E-01
335 1.131302995E+00 1.000765793E+0 1.305372020E-01 1.131302995E+00 1.000765793E+0 1.305372020E-01
340 1.110775078E+00 1.000751037E+0 1.100240410E-01 1.110775078E+00 1.000751037E+0 1.100240410E-01
