T nFsrh nFBsrh dnsrh nF nFB dn
290 1.160046301E+00 1.000878131E+0 1.591681700E-01 1.160046301E+00 1.000878131E+0 1.591681700E-01
295 1.160873456E+00 1.000853428E+0 1.600200280E-01 1.160873456E+00 1.000853428E+0 1.600200280E-01
300 1.162373173E+00 1.000830443E+0 1.615427300E-01 1.162373173E+00 1.000830443E+0 1.615427300E-01
305 1.166334321E+00 1.000809023E+0 1.655252980E-01 1.166334321E+00 1.000809023E+0 1.655252980E-01
310 1.168520628E+00 1.000789028E+0 1.677316000E-01 1.168520628E+00 1.000789028E+0 1.677316000E-01
315 1.154371711E+00 1.000770336E+0 1.536013750E-01 1.154371711E+00 1.000770336E+0 1.536013750E-01
320 1.134331303E+00 1.000752837E+0 1.335784660E-01 1.134331303E+00 1.000752837E+0 1.335784660E-01
325 1.123326475E+00 1.000736433E+0 1.225900420E-01 1.123326475E+00 1.000736433E+0 1.225900420E-01
330 1.102534051E+00 1.000721036E+0 1.018130150E-01 1.102534051E+00 1.000721036E+0 1.018130150E-01
335 1.049614308E+00 1.000706565E+0 4.890774300E-02 1.049614308E+00 1.000706565E+0 4.890774300E-02
340 1.007728077E+00 1.000692950E+0 7.035127000E-03 1.007728077E+00 1.000692950E+0 7.035127000E-03
