N x
1.3473916E+0 1.4056506E+21
1.3371014E+0 1.6993724E+21
1.3303253E+0 1.5609398E+21
1.3183660E+0 1.3700026E+21
1.3088470E+0 1.4757445E+21
1.2982548E+0 1.4182976E+21
1.2877599E+0 1.5016232E+21
1.2781819E+0 1.4163907E+21
1.2662926E+0 1.6669771E+21
1.2598263E+0 1.5793533E+21
1.2467260E+0 1.4803384E+21
1.2388310E+0 1.6574836E+21
1.2277916E+0 1.4583989E+21
1.2171495E+0 1.4388558E+21
1.2056117E+0 1.4793948E+21
1.1953909E+0 1.5539808E+21
1.1847049E+0 1.5922820E+21
1.1748138E+0 1.5678165E+21
1.1636119E+0 1.5428250E+21
1.1531921E+0 1.5509938E+21
1.1418941E+0 1.4172274E+21
1.1291836E+0 1.4626416E+21
1.1184039E+0 1.6522094E+21
1.1081754E+0 1.6456481E+21
1.0971039E+0 1.6311362E+21
1.0864817E+0 1.5587133E+21
1.0741577E+0 1.5783538E+21
1.0635977E+0 1.5333988E+21
1.0503189E+0 1.5516610E+21
1.0398035E+0 1.5663352E+21
1.0264453E+0 1.5117056E+21
1.0148004E+0 1.5599349E+21
1.0019015E+0 1.4682397E+21
9.8839634E-1 1.4344255E+21
9.7450875E-1 1.4959549E+21
9.6177692E-1 1.5327864E+21
9.4815728E-1 1.4302425E+21
9.3312230E-1 1.4357247E+21
9.1919092E-1 1.4780432E+21
9.0453061E-1 1.5711602E+21
8.9189926E-1 1.5326977E+21
8.7607512E-1 1.4227411E+21
8.6075572E-1 1.4786128E+21
8.4556860E-1 1.5001805E+21
8.3014103E-1 1.4993723E+21
8.1436607E-1 1.4888356E+21
7.9810613E-1 1.4449617E+21
7.8067124E-1 1.4277820E+21
7.6327074E-1 1.4184903E+21
7.4478193E-1 1.4108210E+21
7.2631752E-1 1.4294965E+21
