N x
1.4484683E+0 1.3158632E+21
1.4382461E+0 1.3310880E+21
1.4281870E+0 1.3728497E+21
1.4184443E+0 1.4025508E+21
1.4086690E+0 1.4017745E+21
1.3987794E+0 1.4105652E+21
1.3889901E+0 1.4363920E+21
1.3793182E+0 1.4448746E+21
1.3695056E+0 1.4178039E+21
1.3593178E+0 1.4184621E+21
1.3493691E+0 1.4548171E+21
1.3395388E+0 1.4506885E+21
1.3293851E+0 1.4223828E+21
1.3190022E+0 1.4274708E+21
1.3087634E+0 1.4506858E+21
1.2985508E+0 1.4494660E+21
1.2881321E+0 1.4318736E+21
1.2774970E+0 1.4203051E+21
1.2667307E+0 1.4411418E+21
1.2562291E+0 1.4346643E+21
1.2451813E+0 1.4298626E+21
1.2344227E+0 1.3202413E+21
1.2213332E+0 1.3216013E+21
1.2103877E+0 1.4281395E+21
1.1988650E+0 1.4293355E+21
1.1877316E+0 1.4280477E+21
1.1759661E+0 1.4221732E+21
1.1645173E+0 1.4293930E+21
1.1526345E+0 1.4192919E+21
1.1407822E+0 1.4189001E+21
1.1286428E+0 1.4226755E+21
1.1166009E+0 1.4113997E+21
1.1039983E+0 1.4077237E+21
1.0916187E+0 1.4018152E+21
1.0786164E+0 1.3876264E+21
1.0656765E+0 1.3908981E+21
1.0524162E+0 1.3814201E+21
1.0389657E+0 1.3727915E+21
1.0251878E+0 1.3638405E+21
1.0111916E+0 1.3568909E+21
9.9688369E-1 1.3475599E+21
9.8228271E-1 1.3474917E+21
9.6754587E-1 1.3499045E+21
9.5254934E-1 1.3480532E+21
9.3730301E-1 1.3407937E+21
9.2164541E-1 1.3279311E+21
9.0556940E-1 1.3145273E+21
8.8901797E-1 1.3015197E+21
8.7200240E-1 1.2904788E+21
8.5450260E-1 1.2880270E+21
8.3671703E-1 1.2908998E+21
