N x
1.3491205E+0 1.3479528E+21
1.3384020E+0 1.5678014E+21
1.3306362E+0 1.3655747E+21
1.3169856E+0 1.2775254E+21
1.3075948E+0 1.6264701E+21
1.2987318E+0 1.4798285E+21
1.2873717E+0 1.4143134E+21
1.2774174E+0 1.5223417E+21
1.2674042E+0 1.5218026E+21
1.2572845E+0 1.5467043E+21
1.2474390E+0 1.5663343E+21
1.2374104E+0 1.7066574E+21
1.2290650E+0 1.4990614E+21
1.2162975E+0 1.5207819E+21
1.2081125E+0 1.5392152E+21
1.1953769E+0 1.3978511E+21
1.1848966E+0 1.5087850E+21
1.1736503E+0 1.6957118E+21
1.1654110E+0 1.7276276E+21
1.1543413E+0 1.4115797E+21
1.1415635E+0 1.4033331E+21
1.1301173E+0 1.4680509E+21
1.1181539E+0 1.5697915E+21
1.1080137E+0 1.7562498E+21
1.0982029E+0 1.5485562E+21
1.0851476E+0 1.4999188E+21
1.0743716E+0 1.6122138E+21
1.0627211E+0 1.4829065E+21
1.0497166E+0 1.5143511E+21
1.0383132E+0 1.7923262E+21
1.0288715E+0 1.6686701E+21
1.0156550E+0 1.5173859E+21
1.0036918E+0 1.4292412E+21
9.8854408E-1 1.3674660E+21
9.7499073E-1 1.5209938E+21
9.6237285E-1 1.4712471E+21
9.4753502E-1 1.4058894E+21
9.3323274E-1 1.5101722E+21
9.1999937E-1 1.5118400E+21
9.0529349E-1 1.4614402E+21
8.9065164E-1 1.5130300E+21
8.7648711E-1 1.5132288E+21
8.6135965E-1 1.5084455E+21
8.4660913E-1 1.4916168E+21
8.3058833E-1 1.4662428E+21
8.1472852E-1 1.4548453E+21
7.9780798E-1 1.4119059E+21
7.8024341E-1 1.4359933E+21
7.6316277E-1 1.4410552E+21
7.4490911E-1 1.4055852E+21
7.2606287E-1 1.4006556E+21
