N x
1.4484274E+0 1.2868710E+21
1.4379737E+0 1.3247480E+21
1.4280477E+0 1.3859045E+21
1.4183560E+0 1.4029584E+21
1.4085335E+0 1.3979925E+21
1.3986363E+0 1.4129823E+21
1.3888866E+0 1.4361500E+21
1.3791697E+0 1.4384899E+21
1.3693135E+0 1.4284841E+21
1.3593178E+0 1.4227922E+21
1.3492359E+0 1.4459264E+21
1.3394163E+0 1.4573549E+21
1.3293420E+0 1.4216044E+21
1.3188664E+0 1.4230328E+21
1.3086548E+0 1.4569445E+21
1.2985015E+0 1.4583383E+21
1.2881483E+0 1.4395944E+21
1.2775606E+0 1.4202520E+21
1.2667464E+0 1.4347498E+21
1.2561983E+0 1.4316231E+21
1.2451510E+0 1.4333569E+21
1.2344450E+0 1.3259459E+21
1.2214060E+0 1.3226986E+21
1.2104306E+0 1.4278866E+21
1.1989351E+0 1.4343637E+21
1.1878555E+0 1.4370240E+21
1.1761820E+0 1.4241435E+21
1.1646761E+0 1.4239161E+21
1.1527641E+0 1.4239947E+21
1.1410235E+0 1.4155248E+21
1.1287174E+0 1.4164972E+21
1.1167408E+0 1.4141596E+21
1.1041231E+0 1.4075244E+21
1.0917583E+0 1.4069421E+21
1.0788378E+0 1.3909157E+21
1.0658815E+0 1.3889210E+21
1.0526053E+0 1.3792910E+21
1.0391342E+0 1.3725713E+21
1.0253775E+0 1.3646363E+21
1.0113812E+0 1.3591320E+21
9.9712611E-1 1.3498453E+21
9.8252750E-1 1.3490056E+21
9.6782905E-1 1.3491087E+21
9.5278396E-1 1.3444517E+21
9.3751303E-1 1.3389367E+21
9.2184433E-1 1.3295245E+21
9.0582546E-1 1.3175136E+21
8.8929947E-1 1.3011419E+21
8.7225839E-1 1.2857667E+21
8.5466646E-1 1.2856976E+21
8.3691855E-1 1.2933596E+21
