fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 37234655.967 340.04 34.097 2.138915431E-01 1.218666620E-04 8.898036966E-06 1.150471218E-01 7.730927145E-05 3.413623945E-01 0.000000000E+00 
00L2 37260018.9147 340.01 34.1 2.135645768E-01 1.225810996E-04 9.037694050E-06 1.193589997E-01 7.571376146E-05 3.452271184E-01 0.000000000E+00 
00L3 37281017.5415 339.97 34.104 2.145204462E-01 1.231483980E-04 9.022271400E-06 1.203621405E-01 7.495660333E-05 3.415217985E-01 0.000000000E+00 
00L4 37302017.9429 339.97 34.104 2.153557829E-01 1.234058998E-04 8.985208619E-06 1.174162996E-01 7.654785664E-05 3.380926299E-01 0.000000000E+00 
00L5 37323028.486 339.95 34.106 2.158790577E-01 1.244206378E-04 9.051728144E-06 1.186035751E-01 7.633337922E-05 3.369989636E-01 0.000000000E+00 
00L6 37344029.9038 339.94 34.107 2.161145199E-01 1.254461719E-04 9.198898690E-06 1.201466611E-01 7.656279444E-05 3.393082946E-01 0.000000000E+00 
00L7 37365031.3132 339.92 34.109 2.159960158E-01 1.258658812E-04 9.204422652E-06 1.188649311E-01 7.743733849E-05 3.385655704E-01 0.000000000E+00 
00L8 37386030.6885 339.93 34.108 2.159505479E-01 1.262137164E-04 9.291243060E-06 1.245906933E-01 7.453954131E-05 3.408889757E-01 0.000000000E+00 
00L9 37407031.6214 339.91 34.11 2.168578863E-01 1.271032053E-04 9.367034042E-06 1.208775991E-01 7.748580765E-05 3.398367762E-01 0.000000000E+00 
0L10 37428021.9664 339.93 34.108 2.173814343E-01 1.280192849E-04 9.422343665E-06 1.202602334E-01 7.834602624E-05 3.385798385E-01 0.000000000E+00 
0L11 37449024.3185 339.94 34.107 2.175492320E-01 1.285493434E-04 9.458680912E-06 1.223766559E-01 7.728384290E-05 3.382230159E-01 0.000000000E+00 
0L12 37470023.668 339.93 34.108 2.177077030E-01 1.291869831E-04 9.516336704E-06 1.196821015E-01 7.951374900E-05 3.383586220E-01 0.000000000E+00 
0L13 37491024.2269 339.94 34.107 2.179115814E-01 1.294575461E-04 9.531416759E-06 1.244809880E-01 7.654331280E-05 3.378701125E-01 0.000000000E+00 
0L14 37512264.922 339.95 34.106 2.188936956E-01 1.299038201E-04 9.513981067E-06 1.187089061E-01 8.015724692E-05 3.345854927E-01 0.000000000E+00 
0L15 37533025.8227 339.95 34.106 2.186151261E-01 1.308733449E-04 9.655060022E-06 1.246507566E-01 7.743074214E-05 3.374609835E-01 0.000000000E+00 
0L16 37554126.184 339.96 34.105 2.189918342E-01 1.317923801E-04 9.757368961E-06 1.208391787E-01 8.074348877E-05 3.380761277E-01 0.000000000E+00 
0L17 37575127.643 339.97 34.104 2.193694555E-01 1.322572427E-04 9.773528334E-06 1.218282708E-01 8.022335111E-05 3.368648949E-01 0.000000000E+00 
0L18 37596127.794 339.99 34.102 2.190630440E-01 1.325801365E-04 9.817226594E-06 1.175175543E-01 8.352580895E-05 3.380190955E-01 0.000000000E+00 
0L19 37617281.856 340 34.101 2.194480724E-01 1.332696542E-04 9.856745101E-06 1.211026527E-01 8.140073589E-05 3.370314931E-01 0.000000000E+00 
0L20 37638674.407 340 34.101 2.199031262E-01 1.339614318E-04 9.816916652E-06 1.196170548E-01 8.207282546E-05 3.332452130E-01 1.038452764E-15 
0L21 37659021.2784 340.01 34.1 2.210260276E-01 1.347034627E-04 9.951635075E-06 1.209077209E-01 8.229974504E-05 3.342506526E-01 0.000000000E+00 
0L22 37680193.211 340.02 34.099 2.205873010E-01 1.347238558E-04 9.871777463E-06 1.189364627E-01 8.301126399E-05 3.321776022E-01 0.000000000E+00 
0L23 37701193.895 340.02 34.099 2.205714334E-01 1.353512355E-04 1.003053665E-05 1.232938303E-01 8.134523522E-05 3.359794225E-01 0.000000000E+00 
0L24 37722022.5055 340.02 34.099 2.213286615E-01 1.363819305E-04 1.010678505E-05 1.203275083E-01 8.399406262E-05 3.348255090E-01 0.000000000E+00 
0L25 37743015.2643 340.03 34.098 2.215775909E-01 1.369199587E-04 1.012685945E-05 1.173900718E-01 8.624702612E-05 3.337968138E-01 0.000000000E+00 
0L26 37764007.00546 340.04 34.097 2.218338421E-01 1.372188994E-04 1.019218696E-05 1.210848400E-01 8.416397831E-05 3.348309914E-01 0.000000000E+00 
0L27 37785004.84254 340.03 34.098 2.222161438E-01 1.377089368E-04 1.023281583E-05 1.190260994E-01 8.596523463E-05 3.343931911E-01 0.000000000E+00 
0L28 37806005.81302 340.03 34.098 2.216870819E-01 1.378711377E-04 1.021007066E-05 1.211113347E-01 8.430680532E-05 3.340527119E-01 0.000000000E+00 
0L29 37827008.44106 340.04 34.097 2.222655196E-01 1.388021832E-04 1.031125164E-05 1.245457372E-01 8.278397872E-05 3.342281256E-01 0.000000000E+00 
0L30 37848007.21338 340.04 34.097 2.227872307E-01 1.393237228E-04 1.037212934E-05 1.220013155E-01 8.499796581E-05 3.341585351E-01 0.000000000E+00 
0L31 37869007.8503 340.05 34.096 2.232917103E-01 1.401219336E-04 1.044673471E-05 1.237378201E-01 8.446095556E-05 3.338887946E-01 0.000000000E+00 
0L32 37890010.0392 340.02 34.099 2.232252687E-01 1.399385623E-04 1.043728114E-05 1.215078568E-01 8.588579043E-05 3.341231902E-01 0.000000000E+00 
0L33 37911009.625 340.03 34.098 2.236731291E-01 1.404798206E-04 1.044330156E-05 1.177656879E-01 8.865989616E-05 3.323610033E-01 0.000000000E+00 
0L34 37932012.5299 340.04 34.097 2.235324179E-01 1.405863326E-04 1.034809639E-05 1.197317458E-01 8.643063385E-05 3.292887154E-01 0.000000000E+00 
0L35 37953011.8617 340.04 34.097 2.234918888E-01 1.418393830E-04 1.056680790E-05 1.257838616E-01 8.398694840E-05 3.333382975E-01 0.000000000E+00 
0L36 37974003.70622 340.04 34.097 2.238778546E-01 1.419400413E-04 1.047660899E-05 1.204371644E-01 8.698664129E-05 3.296891628E-01 0.000000000E+00 
0L37 37995002.86552 340.04 34.097 2.241366627E-01 1.421084946E-04 1.053740437E-05 1.214178830E-01 8.679061519E-05 3.308268170E-01 0.000000000E+00 
0L38 38016003.03528 340.03 34.098 2.246741677E-01 1.430188249E-04 1.068601587E-05 1.231184357E-01 8.682380668E-05 3.325595838E-01 0.000000000E+00 
0L39 38037005.09798 340.03 34.098 2.244246834E-01 1.432546287E-04 1.058432642E-05 1.202196814E-01 8.803952770E-05 3.292182789E-01 0.000000000E+00 
0L40 38058004.73996 340.03 34.098 2.249939805E-01 1.438548834E-04 1.068961178E-05 1.256934329E-01 8.507613662E-05 3.302679454E-01 0.000000000E+00 
