fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
L0521 1387892493 0 555 9.951955299E+18 1.000000000E+02 3.301462198E-04 6.380615520E-01 1.470891144E+03 1.456212624E-03 
L0521 1387892493 0 555 9.951955299E+18 1.000000000E+02 3.301462198E-04 6.380615520E-01 1.470891144E+03 1.456212624E-03 
L0527U060 1388286638 0 555 9.367548926E+18 1.000000000E+02 3.279683659E-04 6.353340678E-01 1.332486231E+03 1.473643686E-03 
L0527U060 1388286638 0 555 9.367548926E+18 1.000000000E+02 3.279683659E-04 6.353340678E-01 1.332486231E+03 1.473643686E-03 
L0527U075 1388286638 0 555 9.161962656E+18 1.000000000E+02 3.235129164E-04 6.325124109E-01 1.202992978E+03 1.509373229E-03 
L0527U075 1388286638 0 555 9.161962656E+18 1.000000000E+02 3.235129164E-04 6.325124109E-01 1.202992978E+03 1.509373229E-03 
L0527U090 1388286638 0 555 8.935775706E+18 1.000000000E+02 3.241581147E-04 6.301172013E-01 1.102995480E+03 1.481796677E-03 
L0527U090 1388286638 0 555 8.935775706E+18 1.000000000E+02 3.241581147E-04 6.301172013E-01 1.102995480E+03 1.481796677E-03 
L0527U100 1388286638 0 555 9.287972695E+18 1.000000000E+02 3.274004216E-04 6.281727689E-01 1.027963021E+03 1.459333093E-03 
L0527U100 1388286638 0 555 9.287972695E+18 1.000000000E+02 3.274004216E-04 6.281727689E-01 1.027963021E+03 1.459333093E-03 
L0527U115 1388286638 0 555 8.433892525E+18 1.000000000E+02 3.229629614E-04 6.240092811E-01 8.840233404E+02 1.565217340E-03 
L0527U115 1388286638 0 555 8.433892525E+18 1.000000000E+02 3.229629614E-04 6.240092811E-01 8.840233404E+02 1.565217340E-03 
L0528 1388286638 0 555 9.515733398E+18 1.000000000E+02 3.264276628E-04 6.387085176E-01 1.505777262E+03 1.295541893E-03 
L0528 1388286638 0 555 9.515733398E+18 1.000000000E+02 3.264276628E-04 6.387085176E-01 1.505777262E+03 1.295541893E-03 
L0531U040 1388293436 0 555 9.681345074E+18 1.000000000E+02 3.276739924E-04 6.371198373E-01 1.421550730E+03 1.321664111E-03 
L0531U040 1388293436 0 555 9.681345074E+18 1.000000000E+02 3.276739924E-04 6.371198373E-01 1.421550730E+03 1.321664111E-03 
