x N
1.5535164E+0 1.3036382E+21
1.5414868E+0 1.3079828E+21
1.5294434E+0 1.3192593E+21
1.5174320E+0 1.3325192E+21
1.5054393E+0 1.3556268E+21
1.4936506E+0 1.3511201E+21
1.4813848E+0 1.3528010E+21
1.4694334E+0 1.3608698E+21
1.4571098E+0 1.3453896E+21
1.4446737E+0 1.3511692E+21
1.4322448E+0 1.3662995E+21
1.4198710E+0 1.3660607E+21
1.4072186E+0 1.3461679E+21
1.3942462E+0 1.3411285E+21
1.3812611E+0 1.3544928E+21
1.3683036E+0 1.3500404E+21
1.3549827E+0 1.3414658E+21
1.3416002E+0 1.3463958E+21
1.3281112E+0 1.3390092E+21
1.3143039E+0 1.3368811E+21
1.3004874E+0 1.3349849E+21
1.2863435E+0 1.3144481E+21
1.2717769E+0 1.3150688E+21
1.2573239E+0 1.3171284E+21
1.2424635E+0 1.3037954E+21
1.2273585E+0 1.3112032E+21
1.2123043E+0 1.3005597E+21
1.1965656E+0 1.2876025E+21
1.1808010E+0 1.3006518E+21
1.1649613E+0 1.2885290E+21
1.1484574E+0 1.2656015E+21
1.1315623E+0 1.2630065E+21
1.1144933E+0 1.2674655E+21
1.0971986E+0 1.2544996E+21
1.0792197E+0 1.2404094E+21
