N x
1.4206916E+0 1.4446526E+21
1.4088176E+0 1.4336005E+21
1.3966573E+0 1.4335413E+21
1.3845762E+0 1.4616620E+21
1.3726757E+0 1.4999246E+21
1.3610042E+0 1.4806312E+21
1.3485831E+0 1.4471637E+21
1.3361340E+0 1.4632251E+21
1.3237576E+0 1.5101042E+21
1.3118580E+0 1.4885367E+21
1.2988919E+0 1.4935327E+21
1.2868471E+0 1.5020525E+21
1.2737712E+0 1.4707593E+21
1.2609414E+0 1.4888654E+21
1.2479156E+0 1.5141915E+21
1.2352588E+0 1.4930518E+21
1.2215878E+0 1.4693465E+21
1.2082212E+0 1.4935784E+21
1.1946894E+0 1.4898157E+21
1.1809490E+0 1.4829382E+21
1.1669715E+0 1.4859789E+21
1.1529589E+0 1.4778636E+21
1.1384804E+0 1.4779875E+21
1.1241151E+0 1.4752937E+21
1.1092061E+0 1.4626083E+21
1.0941959E+0 1.4752590E+21
1.0791373E+0 1.4601293E+21
1.0633823E+0 1.4522034E+21
1.0477078E+0 1.4572193E+21
1.0315844E+0 1.4524358E+21
1.0153111E+0 1.4476710E+21
9.9855468E-1 1.4255283E+21
9.8120347E-1 1.4332148E+21
9.6404367E-1 1.4314340E+21
9.4601518E-1 1.4121793E+21
9.2770687E-1 1.3832543E+21
9.0816691E-1 1.3579221E+21
8.8834300E-1 1.3504770E+21
8.6769020E-1 1.3597382E+21
8.4720837E-1 1.4418652E+21
8.2798634E-1 1.5073218E+21
