x N
1.4172655E+0 1.3834677E+21
1.4048338E+0 1.4133719E+21
1.3928242E+0 1.4492843E+21
1.3807888E+0 1.4696096E+21
1.3689066E+0 1.4993873E+21
1.3571425E+0 1.4645036E+21
1.3444780E+0 1.4634903E+21
1.3324810E+0 1.4984267E+21
1.3201657E+0 1.4783948E+21
1.3076101E+0 1.4974013E+21
1.2953801E+0 1.5206999E+21
1.2829690E+0 1.5070236E+21
1.2702738E+0 1.5033979E+21
1.2575533E+0 1.4838655E+21
1.2442573E+0 1.4925192E+21
1.2314220E+0 1.5022466E+21
1.2180138E+0 1.4996939E+21
1.2048532E+0 1.5144934E+21
1.1914114E+0 1.4896840E+21
1.1775006E+0 1.4976427E+21
1.1638916E+0 1.5041622E+21
1.1497700E+0 1.4707888E+21
1.1351840E+0 1.4865258E+21
1.1210124E+0 1.4884544E+21
1.1060855E+0 1.4705174E+21
1.0911717E+0 1.4963085E+21
1.0763595E+0 1.4867903E+21
1.0608323E+0 1.4679587E+21
1.0451898E+0 1.4732663E+21
1.0293081E+0 1.4629583E+21
1.0129499E+0 1.4465085E+21
9.9617586E-1 1.4537746E+21
9.7943561E-1 1.4579396E+21
9.6217655E-1 1.4343730E+21
9.4425503E-1 1.4206076E+21
