N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 8.594180000E-04 6.903770000E-04 5.743540000E-04 4.917630000E-04
1.600000000E+01 6.938445000E-03 6.591847000E-03 6.366228000E-03 6.208840000E-03
1.700000000E+01 4.152190500E-02 4.181976900E-02 4.231986100E-02 4.308107600E-02
1.549996187E+01 1.266814000E-03 1.054663000E-03 8.862800000E-04 7.377900000E-04
1.649996187E+01 1.802757700E-02 1.759572300E-02 1.743501500E-02 1.744413500E-02
1.674996808E+01 2.778493300E-02 2.755852300E-02 2.764734300E-02 2.794718800E-02
1.624993176E+01 1.138818900E-02 1.094425600E-02 1.070931400E-02 1.058205700E-02
1.574996808E+01 3.842760000E-03 3.578432000E-03 3.378112000E-03 3.228190000E-03
1.524993176E+01 8.912240000E-04 6.809200000E-04 5.453650000E-04 4.508680000E-04
