N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 6.615370000E-04 5.014290000E-04 3.981180000E-04 3.264120000E-04
1.600000000E+01 6.257475000E-03 5.696821000E-03 5.329525000E-03 5.083968000E-03
1.700000000E+01 3.750435200E-02 3.637253700E-02 3.578181100E-02 3.553670100E-02
1.549996187E+01 1.962601000E-03 1.762864000E-03 1.631391000E-03 1.532495000E-03
1.649996187E+01 1.648743300E-02 1.537881100E-02 1.469669100E-02 1.425870400E-02
1.674996808E+01 2.536556600E-02 2.411397300E-02 2.339931100E-02 2.298350600E-02
1.624993176E+01 1.031438100E-02 9.472061000E-03 8.938957000E-03 8.581574000E-03
1.574996808E+01 3.670513000E-03 3.326369000E-03 3.104998000E-03 2.952705000E-03
1.524993176E+01 6.011450000E-04 4.935010000E-04 4.102570000E-04 3.425160000E-04
