T nFsrh nFBsrh dnsrh nF nFB dn
290 1.200531131E+00 1.205006033E+0 -4.474902000E-03 1.200531131E+00 1.205006033E+0 -4.474902000E-03
295 1.209640955E+00 1.208540620E+0 1.100335000E-03 1.209640955E+00 1.208540620E+0 1.100335000E-03
300 1.207950566E+00 1.212075207E+0 -4.124641000E-03 1.207950566E+00 1.212075207E+0 -4.124641000E-03
305 1.216835834E+00 1.215609793E+0 1.226041000E-03 1.216835834E+00 1.215609793E+0 1.226041000E-03
310 1.215404197E+00 1.219144380E+0 -3.740183000E-03 1.215404197E+00 1.219144380E+0 -3.740183000E-03
315 1.218480396E+00 1.222678967E+0 -4.198571000E-03 1.218480396E+00 1.222678967E+0 -4.198571000E-03
320 1.226843533E+00 1.226213554E+0 6.299790000E-04 1.226843533E+00 1.226213554E+0 6.299790000E-04
325 1.230102715E+00 1.229748141E+0 3.545740000E-04 1.230102715E+00 1.229748141E+0 3.545740000E-04
330 1.237417225E+00 1.233282727E+0 4.134498000E-03 1.237417225E+00 1.233282727E+0 4.134498000E-03
335 1.244043804E+00 1.236817314E+0 7.226490000E-03 1.244043804E+00 1.236817314E+0 7.226490000E-03
340 1.244704151E+00 1.240351901E+0 4.352250000E-03 1.244704151E+00 1.240351901E+0 4.352250000E-03
