T nFsrh nFBsrh dnsrh nF nFB dn
290 1.237533822E+00 1.221276719E+0 1.625710300E-02 1.237533822E+00 1.221276719E+0 1.625710300E-02
295 1.235629262E+00 1.225091834E+0 1.053742800E-02 1.235629262E+00 1.225091834E+0 1.053742800E-02
300 1.244880720E+00 1.228906950E+0 1.597377000E-02 1.244880720E+00 1.228906950E+0 1.597377000E-02
305 1.234796277E+00 1.232722066E+0 2.074211000E-03 1.234796277E+00 1.232722066E+0 2.074211000E-03
310 1.240243654E+00 1.236537182E+0 3.706472000E-03 1.240243654E+00 1.236537182E+0 3.706472000E-03
315 1.247699400E+00 1.240352298E+0 7.347102000E-03 1.247699400E+00 1.240352298E+0 7.347102000E-03
320 1.248776571E+00 1.244167414E+0 4.609157000E-03 1.248776571E+00 1.244167414E+0 4.609157000E-03
325 1.258210669E+00 1.247982529E+0 1.022814000E-02 1.258210669E+00 1.247982529E+0 1.022814000E-02
330 1.260203596E+00 1.251797645E+0 8.405951000E-03 1.260203596E+00 1.251797645E+0 8.405951000E-03
335 1.261744312E+00 1.255612761E+0 6.131551000E-03 1.261744312E+00 1.255612761E+0 6.131551000E-03
340 1.271114845E+00 1.259427877E+0 1.168696800E-02 1.271114845E+00 1.259427877E+0 1.168696800E-02
