fname time Tem kT_1 n0 Eefo E_B E_T Tm dev 
B566FE100_T 1317912116 0 555 1.013557373E-04 7.140000000E-01 1.462825611E-16 0.000000000E+00 1.300000000E+00 3.180037175E-04 
B566FE101_T 1317912116 0 555 1.158221677E-04 7.140000000E-01 1.102290341E-33 0.000000000E+00 1.300000000E+00 4.653378530E-04 
B566FE102_T 1317912116 0 555 1.221304444E-04 7.140000000E-01 6.938196859E-33 0.000000000E+00 1.300000000E+00 5.333148825E-04 
B566FE103_T 1317912116 0 555 1.352776771E-04 7.140000000E-01 3.674899668E-17 0.000000000E+00 1.300000000E+00 1.577793772E-03 
B566FE140_T 1317912116 0 555 1.047830308E-04 7.140000000E-01 8.843764150E-17 0.000000000E+00 1.300000000E+00 3.648181463E-04 
B566FE141_T 1317912116 0 555 1.170135396E-04 7.140000000E-01 1.231199573E-36 0.000000000E+00 1.300000000E+00 6.023373487E-04 
B566FE142_T 1317912116 0 555 1.231352195E-04 7.140000000E-01 6.963881116E-36 0.000000000E+00 1.300000000E+00 6.198303730E-04 
B566FE210_T 1317912116 0 555 1.076396717E-04 7.140000000E-01 4.340854137E-17 0.000000000E+00 1.300000000E+00 4.303178818E-04 
B566FE211_T 1317912116 0 555 1.181525578E-04 7.140000000E-01 6.366862703E-37 0.000000000E+00 1.300000000E+00 4.847290500E-04 
B566FE212_T 1317912116 0 555 1.244196617E-04 7.140000000E-01 2.356563106E-39 0.000000000E+00 1.300000000E+00 5.724290062E-04 
B566FE310_T 1317912116 0 555 1.105400324E-04 7.140000000E-01 2.240442012E-17 0.000000000E+00 1.300000000E+00 4.833630882E-04 
B566FE311_T 1317912116 0 555 1.193034753E-04 7.140000000E-01 1.844239436E-36 0.000000000E+00 1.300000000E+00 5.565343852E-04 
B566FE312_T 1317912116 0 555 1.268891375E-04 7.140000000E-01 7.917460190E-18 0.000000000E+00 1.300000000E+00 9.710640410E-04 
B566FE460_T 1317912116 0 555 1.123024021E-04 7.140000000E-01 2.841495383E-18 0.000000000E+00 1.300000000E+00 4.314897532E-04 
B566FE461_T 1317912116 0 555 1.200679549E-04 7.140000000E-01 3.080266849E-35 0.000000000E+00 1.300000000E+00 6.355715784E-04 
B566FE462_T 1317912116 0 555 1.295188516E-04 7.140000000E-01 2.682887440E-17 0.000000000E+00 1.300000000E+00 1.074502076E-03 
B566FE680_T 1317912116 0 555 1.143255593E-04 7.140000000E-01 1.156570489E-38 0.000000000E+00 1.300000000E+00 4.395784939E-04 
B566FE681_T 1317912116 0 555 1.208055337E-04 7.140000000E-01 1.165860755E-33 0.000000000E+00 1.300000000E+00 5.786597343E-04 
B566FE682_T 1317912116 0 555 1.315995668E-04 7.140000000E-01 2.604153916E-17 0.000000000E+00 1.300000000E+00 1.356163003E-03 
