N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 2.351100000E-05 2.099900000E-05 1.957900000E-05 1.878400000E-05
1.600000000E+01 1.161810000E-04 1.078930000E-04 1.039910000E-04 1.010910000E-04
1.700000000E+01 4.033240000E-04 4.067320000E-04 4.043540000E-04 4.020400000E-04
1.549996187E+01 5.926500000E-05 5.299800000E-05 4.913200000E-05 4.659100000E-05
1.649996187E+01 2.119780000E-04 2.075060000E-04 2.053000000E-04 2.038900000E-04
1.674996808E+01 2.930980000E-04 2.901680000E-04 2.897920000E-04 2.929640000E-04
1.624993176E+01 1.547110000E-04 1.484110000E-04 1.461120000E-04 1.424530000E-04
1.574996808E+01 8.499000000E-05 7.743200000E-05 7.375800000E-05 6.974900000E-05
1.524993176E+01 3.948000000E-05 3.515300000E-05 3.239800000E-05 3.071200000E-05
