N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 2.002260000E-04 1.708040000E-04 1.516070000E-04 1.382890000E-04
1.600000000E+01 9.286930000E-04 7.926640000E-04 7.401060000E-04 7.741160000E-04
1.700000000E+01 2.419917000E-03 2.247227000E-03 2.224464000E-03 3.554051000E-03
1.549996187E+01 4.946670000E-04 4.301870000E-04 3.890920000E-04 3.608020000E-04
1.649996187E+01 1.400428000E-03 1.331341000E-03 1.289507000E-03 1.259586000E-03
1.674996808E+01 1.783174000E-03 1.725986000E-03 1.687841000E-03 1.713759000E-03
1.624993176E+01 1.102481000E-03 1.026529000E-03 9.786880000E-04 9.448990000E-04
1.574996808E+01 6.787470000E-04 6.193740000E-04 5.883790000E-04 5.479590000E-04
1.524993176E+01 3.393340000E-04 2.935780000E-04 2.634620000E-04 2.434470000E-04
