d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.268479168E+00 1.236629118E+00 3.185005000E-02 1.268337375E+00 1.236531021E+00 3.180635400E-02 1.417930000E-04 9.809700000E-05
150 295 1.267751870E+00 1.236517373E+00 3.123449700E-02 1.267626608E+00 1.236427241E+00 3.119936700E-02 1.252620000E-04 9.013200000E-05
150 300 1.267890898E+00 1.237133194E+00 3.075770400E-02 1.267780916E+00 1.237050355E+00 3.073056100E-02 1.099820000E-04 8.283900000E-05
150 305 1.268858508E+00 1.238189769E+00 3.066873900E-02 1.268761702E+00 1.238114661E+00 3.064704100E-02 9.680600000E-05 7.510800000E-05
150 310 1.270563592E+00 1.240214579E+00 3.034901300E-02 1.270477567E+00 1.240143978E+00 3.033358900E-02 8.602500000E-05 7.060100000E-05
150 315 1.272254810E+00 1.242477533E+00 2.977727700E-02 1.272176663E+00 1.242409311E+00 2.976735200E-02 7.814700000E-05 6.822200000E-05
150 320 1.273731148E+00 1.244666990E+00 2.906415800E-02 1.273657964E+00 1.244599902E+00 2.905806200E-02 7.318400000E-05 6.708800000E-05
150 325 1.274514201E+00 1.247103632E+00 2.741056900E-02 1.274443417E+00 1.247034093E+00 2.740932400E-02 7.078400000E-05 6.953900000E-05
150 330 1.273589511E+00 1.249224356E+00 2.436515500E-02 1.273519118E+00 1.249149480E+00 2.436963800E-02 7.039300000E-05 7.487600000E-05
150 335 1.269543485E+00 1.250472884E+00 1.907060100E-02 1.269472750E+00 1.250390532E+00 1.908221800E-02 7.073500000E-05 8.235200000E-05
150 340 1.259930089E+00 1.250912740E+00 9.017349000E-03 1.259860205E+00 1.250818840E+00 9.041365000E-03 6.988400000E-05 9.390000000E-05
180 290 1.268322331E+00 1.236642582E+00 3.167974900E-02 1.268187199E+00 1.236547079E+00 3.164012000E-02 1.351320000E-04 9.550300000E-05
180 295 1.267529969E+00 1.236425011E+00 3.110495800E-02 1.267410667E+00 1.236337410E+00 3.107325700E-02 1.193020000E-04 8.760100000E-05
180 300 1.267768416E+00 1.237087202E+00 3.068121400E-02 1.267663694E+00 1.237006969E+00 3.065672500E-02 1.047220000E-04 8.023300000E-05
180 305 1.268559669E+00 1.237993354E+00 3.056631500E-02 1.268467479E+00 1.237920762E+00 3.054671700E-02 9.219000000E-05 7.259200000E-05
180 310 1.270089342E+00 1.239886294E+00 3.020304800E-02 1.270007177E+00 1.239818161E+00 3.018901600E-02 8.216500000E-05 6.813300000E-05
180 315 1.271781438E+00 1.242025168E+00 2.975627000E-02 1.271706486E+00 1.241959290E+00 2.974719600E-02 7.495200000E-05 6.587800000E-05
180 320 1.273336011E+00 1.244163562E+00 2.917244900E-02 1.273265654E+00 1.244098816E+00 2.916683800E-02 7.035700000E-05 6.474600000E-05
180 325 1.274117426E+00 1.246442401E+00 2.767502500E-02 1.274048944E+00 1.246375104E+00 2.767384000E-02 6.848200000E-05 6.729700000E-05
180 330 1.273280417E+00 1.248446238E+00 2.483417900E-02 1.273211746E+00 1.248373690E+00 2.483805600E-02 6.867100000E-05 7.254800000E-05
180 335 1.269296052E+00 1.249471651E+00 1.982440100E-02 1.269225936E+00 1.249391408E+00 1.983452800E-02 7.011600000E-05 8.024300000E-05
180 340 1.259880598E+00 1.249554483E+00 1.032611500E-02 1.259809312E+00 1.249462148E+00 1.034716400E-02 7.128600000E-05 9.233500000E-05
210 290 1.268119358E+00 1.236623566E+00 3.149579200E-02 1.267987792E+00 1.236529436E+00 3.145835600E-02 1.315660000E-04 9.413000000E-05
210 295 1.267506123E+00 1.236495849E+00 3.101027400E-02 1.267390148E+00 1.236409760E+00 3.098038800E-02 1.159750000E-04 8.608900000E-05
210 300 1.267746421E+00 1.237128822E+00 3.061759900E-02 1.267644714E+00 1.237050160E+00 3.059455400E-02 1.017070000E-04 7.866200000E-05
210 305 1.268209576E+00 1.238123634E+00 3.008594200E-02 1.268120128E+00 1.238052055E+00 3.006807300E-02 8.944800000E-05 7.157900000E-05
210 310 1.269685170E+00 1.239939764E+00 2.974540600E-02 1.269605373E+00 1.239873055E+00 2.973231800E-02 7.979700000E-05 6.670900000E-05
210 315 1.271419838E+00 1.242116592E+00 2.930324600E-02 1.271346926E+00 1.242052140E+00 2.929478600E-02 7.291200000E-05 6.445200000E-05
