N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+15 315 2.400E-4 1.197533880E+00 1.202770148E+00
1.468000E+10 3.162E+15 315 2.400E-4 1.199208658E+00 1.202844023E+00
2.154000E+10 3.162E+15 315 2.400E-4 1.200439386E+00 1.202951453E+00
3.162000E+10 3.162E+15 315 2.400E-4 1.201377191E+00 1.203107052E+00
4.642000E+10 3.162E+15 315 2.400E-4 1.202142619E+00 1.203331078E+00
6.813000E+10 3.162E+15 315 2.400E-4 1.202835432E+00 1.203650890E+00
1.000000E+11 3.162E+15 315 2.400E-4 1.203542671E+00 1.204102050E+00
1.468000E+11 3.162E+15 315 2.400E-4 1.204344159E+00 1.204728224E+00
2.154000E+11 3.162E+15 315 2.400E-4 1.205314266E+00 1.205578550E+00
3.162000E+11 3.162E+15 315 2.400E-4 1.206519037E+00 1.206701687E+00
4.642000E+11 3.162E+15 315 2.400E-4 1.208008922E+00 1.208136054E+00
6.813000E+11 3.162E+15 315 2.400E-4 1.209810408E+00 1.209899869E+00
1.000000E+12 3.162E+15 315 2.400E-4 1.211921786E+00 1.211985767E+00
1.468000E+12 3.162E+15 315 2.400E-4 1.214317167E+00 1.214363963E+00
2.154000E+12 3.162E+15 315 2.400E-4 1.216956818E+00 1.216992029E+00
3.162000E+12 3.162E+15 315 2.400E-4 1.219798641E+00 1.219825999E+00
4.642000E+12 3.162E+15 315 2.400E-4 1.222807762E+00 1.222829729E+00
6.813000E+12 3.162E+15 315 2.400E-4 1.225964064E+00 1.225982233E+00
1.000000E+13 3.162E+15 315 2.400E-4 1.229265944E+00 1.229281317E+00
