Bo Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.500000000E+01 1.000000000E+01 1.032716355E+00 1.013298431E+00 1.941792400E-02 1.030273285E+00 1.011914260E+00 1.835902500E-02 2.443070000E-03 1.384171000E-03
1.500000000E+01 1.016672606E+01 1.032561720E+00 1.013291031E+00 1.927068900E-02 1.030859628E+00 1.012312777E+00 1.854685100E-02 1.702092000E-03 9.782540000E-04
1.500000000E+01 1.033324570E+01 1.032337948E+00 1.013280363E+00 1.905758500E-02 1.031163002E+00 1.012596281E+00 1.856672100E-02 1.174946000E-03 6.840820000E-04
1.500000000E+01 1.049996187E+01 1.032016258E+00 1.013265113E+00 1.875114500E-02 1.031211365E+00 1.012790305E+00 1.842106000E-02 8.048930000E-04 4.748080000E-04
1.500000000E+01 1.066670514E+01 1.031558236E+00 1.013243595E+00 1.831464100E-02 1.031010639E+00 1.012915702E+00 1.809493700E-02 5.475970000E-04 3.278930000E-04
1.500000000E+01 1.083333839E+01 1.030915181E+00 1.013213827E+00 1.770135400E-02 1.030545220E+00 1.012988107E+00 1.755711300E-02 3.699610000E-04 2.257200000E-04
1.500000000E+01 1.100000000E+01 1.030030535E+00 1.013173894E+00 1.685664100E-02 1.029782521E+00 1.013018759E+00 1.676376200E-02 2.480140000E-04 1.551350000E-04
1.500000000E+01 1.116672606E+01 1.028848837E+00 1.013122933E+00 1.572590400E-02 1.028684086E+00 1.013016324E+00 1.566776200E-02 1.647510000E-04 1.066090000E-04
1.500000000E+01 1.133324570E+01 1.027335908E+00 1.013063306E+00 1.427260200E-02 1.027227632E+00 1.012989929E+00 1.423770300E-02 1.082760000E-04 7.337700000E-05
1.500000000E+01 1.149996187E+01 1.025513543E+00 1.013004784E+00 1.250875900E-02 1.025443193E+00 1.012954083E+00 1.248911000E-02 7.035000000E-05 5.070100000E-05
1.500000000E+01 1.166670514E+01 1.023503502E+00 1.012971453E+00 1.053204900E-02 1.023458220E+00 1.012936159E+00 1.052206100E-02 4.528200000E-05 3.529400000E-05
1.500000000E+01 1.183333839E+01 1.021557423E+00 1.013011212E+00 8.546211000E-03 1.021528302E+00 1.012986323E+00 8.541979000E-03 2.912100000E-05 2.488900000E-05
1.500000000E+01 1.200000000E+01 1.020029271E+00 1.013204560E+00 6.824711000E-03 1.020010214E+00 1.013186635E+00 6.823579000E-03 1.905700000E-05 1.792500000E-05
1.500000000E+01 1.216672606E+01 1.019264568E+00 1.013666215E+00 5.598353000E-03 1.019251527E+00 1.013652892E+00 5.598635000E-03 1.304100000E-05 1.332300000E-05
1.500000000E+01 1.233324570E+01 1.019456280E+00 1.014531544E+00 4.924736000E-03 1.019446725E+00 1.014521213E+00 4.925512000E-03 9.555000000E-06 1.033100000E-05
1.500000000E+01 1.249996187E+01 1.020589572E+00 1.015928709E+00 4.660863000E-03 1.020582036E+00 1.015920292E+00 4.661744000E-03 7.536000000E-06 8.417000000E-06
1.500000000E+01 1.266670514E+01 1.022527789E+00 1.025661358E+00 -3.133569000E-03 1.022521480E+00 1.025648037E+00 -3.126557000E-03 6.309000000E-06 1.332100000E-05
1.500000000E+01 1.283333839E+01 1.025145353E+00 1.040959650E+00 -1.581429700E-02 1.025139862E+00 1.040944442E+00 -1.580458000E-02 5.491000000E-06 1.520800000E-05
1.500000000E+01 1.300000000E+01 1.028399612E+00 1.051919950E+00 -2.352033800E-02 1.028394724E+00 1.051904815E+00 -2.351009100E-02 4.888000000E-06 1.513500000E-05
1.524993176E+01 1.000000000E+01 1.014349242E+00 1.058463354E+00 -4.411411200E-02 1.012992636E+00 1.058254151E+00 -4.526151500E-02 1.356606000E-03 2.092030000E-04
1.524993176E+01 1.016672606E+01 1.014297964E+00 1.059089428E+00 -4.479146400E-02 1.013344448E+00 1.058964842E+00 -4.562039400E-02 9.535160000E-04 1.245860000E-04
1.524993176E+01 1.033324570E+01 1.014224338E+00 1.060000053E+00 -4.577571500E-02 1.013561179E+00 1.059920642E+00 -4.635946300E-02 6.631590000E-04 7.941100000E-05
1.524993176E+01 1.049996187E+01 1.014119709E+00 1.061318989E+00 -4.719928000E-02 1.013662176E+00 1.061263650E+00 -4.760147400E-02 4.575330000E-04 5.533900000E-05
1.524993176E+01 1.066670514E+01 1.013973263E+00 1.063217600E+00 -4.924433700E-02 1.013659565E+00 1.063175097E+00 -4.951553200E-02 3.136980000E-04 4.250300000E-05
1.524993176E+01 1.083333839E+01 1.013772821E+00 1.065926147E+00 -5.215332600E-02 1.013558822E+00 1.065890514E+00 -5.233169200E-02 2.139990000E-04 3.563300000E-05
1.524993176E+01 1.100000000E+01 1.013507410E+00 1.069739975E+00 -5.623256500E-02 1.013362014E+00 1.069707916E+00 -5.634590200E-02 1.453960000E-04 3.205900000E-05
1.524993176E+01 1.116672606E+01 1.013172958E+00 1.075009796E+00 -6.183683800E-02 1.013074448E+00 1.074979419E+00 -6.190497100E-02 9.851000000E-05 3.037700000E-05
1.524993176E+01 1.133324570E+01 1.012782292E+00 1.082097507E+00 -6.931521500E-02 1.012715575E+00 1.082067657E+00 -6.935208200E-02 6.671700000E-05 2.985000000E-05
1.524993176E+01 1.149996187E+01 1.012378745E+00 1.091274262E+00 -7.889551700E-02 1.012333355E+00 1.091244229E+00 -7.891087400E-02 4.539000000E-05 3.003300000E-05
1.524993176E+01 1.166670514E+01 1.012047908E+00 1.102548975E+00 -9.050106700E-02 1.012016610E+00 1.102518378E+00 -9.050176800E-02 3.129800000E-05 3.059700000E-05
1.524993176E+01 1.183333839E+01 1.011916233E+00 1.115469770E+00 -1.035535370E-01 1.011894058E+00 1.115438658E+00 -1.035446000E-01 2.217500000E-05 3.111200000E-05
1.524993176E+01 1.200000000E+01 1.012126641E+00 1.129041069E+00 -1.169144280E-01 1.012110232E+00 1.129009907E+00 -1.168996750E-01 1.640900000E-05 3.116200000E-05
1.524993176E+01 1.216672606E+01 1.012797079E+00 1.141930377E+00 -1.291332980E-01 1.012784239E+00 1.141900063E+00 -1.291158240E-01 1.284000000E-05 3.031400000E-05
1.524993176E+01 1.233324570E+01 1.013989382E+00 1.152991806E+00 -1.390024240E-01 1.013978737E+00 1.152963356E+00 -1.389846190E-01 1.064500000E-05 2.845000000E-05
1.524993176E+01 1.249996187E+01 1.015712365E+00 1.161737927E+00 -1.460255620E-01 1.015703097E+00 1.161712163E+00 -1.460090660E-01 9.268000000E-06 2.576400000E-05
1.524993176E+01 1.266670514E+01 1.034410240E+00 1.168377153E+00 -1.339669130E-01 1.034405155E+00 1.168354453E+00 -1.339492980E-01 5.085000000E-06 2.270000000E-05
1.524993176E+01 1.283333839E+01 1.055295158E+00 1.173442188E+00 -1.181470300E-01 1.055287670E+00 1.173422521E+00 -1.181348510E-01 7.488000000E-06 1.966700000E-05
1.524993176E+01 1.300000000E+01 1.072899938E+00 1.177437143E+00 -1.045372050E-01 1.072891720E+00 1.177420227E+00 -1.045285070E-01 8.218000000E-06 1.691600000E-05
1.549996187E+01 1.000000000E+01 1.008924738E+00 1.178376384E+00 -1.694516460E-01 1.007707198E+00 1.171877954E+00 -1.641707560E-01 1.217540000E-03 6.498430000E-03
1.549996187E+01 1.016672606E+01 1.008921211E+00 1.178596245E+00 -1.696750340E-01 1.008047919E+00 1.174099555E+00 -1.660516360E-01 8.732920000E-04 4.496690000E-03
1.549996187E+01 1.033324570E+01 1.008916646E+00 1.178915064E+00 -1.699984180E-01 1.008298586E+00 1.175814769E+00 -1.675161830E-01 6.180600000E-04 3.100295000E-03
1.549996187E+01 1.049996187E+01 1.008911222E+00 1.179374985E+00 -1.704637630E-01 1.008477740E+00 1.177241900E+00 -1.687641600E-01 4.334820000E-04 2.133085000E-03
1.549996187E+01 1.066670514E+01 1.008905880E+00 1.180033116E+00 -1.711272360E-01 1.008603467E+00 1.178566662E+00 -1.699631950E-01 3.024130000E-04 1.466454000E-03
1.549996187E+01 1.083333839E+01 1.008903297E+00 1.180964255E+00 -1.720609580E-01 1.008692727E+00 1.179955572E+00 -1.712628450E-01 2.105700000E-04 1.008683000E-03
1.549996187E+01 1.100000000E+01 1.008909732E+00 1.182260433E+00 -1.733507010E-01 1.008762877E+00 1.181565333E+00 -1.728024560E-01 1.468550000E-04 6.951000000E-04
1.549996187E+01 1.116672606E+01 1.008938174E+00 1.184024306E+00 -1.750861320E-01 1.008835167E+00 1.183543656E+00 -1.747084890E-01 1.030070000E-04 4.806500000E-04
1.549996187E+01 1.133324570E+01 1.009013004E+00 1.186351203E+00 -1.773381990E-01 1.008939942E+00 1.186017027E+00 -1.770770850E-01 7.306200000E-05 3.341760000E-04
1.549996187E+01 1.149996187E+01 1.012038314E+00 1.189296741E+00 -1.772584270E-01 1.012179773E+00 1.189062582E+00 -1.768828090E-01 -1.414590000E-04 2.341590000E-04
1.549996187E+01 1.166670514E+01 1.045540634E+00 1.192835632E+00 -1.472949980E-01 1.045618678E+00 1.192669818E+00 -1.470511400E-01 -7.804400000E-05 1.658140000E-04
1.549996187E+01 1.183333839E+01 1.079473919E+00 1.196832647E+00 -1.173587280E-01 1.079507984E+00 1.196713740E+00 -1.172057560E-01 -3.406500000E-05 1.189070000E-04
1.549996187E+01 1.200000000E+01 1.110296773E+00 1.201058293E+00 -9.076152000E-02 1.110302845E+00 1.200971745E+00 -9.066890000E-02 -6.072000000E-06 8.654800000E-05
1.549996187E+01 1.216672606E+01 1.135715384E+00 1.205260575E+00 -6.954519100E-02 1.135706197E+00 1.205196598E+00 -6.949040100E-02 9.187000000E-06 6.397700000E-05
1.549996187E+01 1.233324570E+01 1.155505097E+00 1.209252798E+00 -5.374770100E-02 1.155489512E+00 1.209204718E+00 -5.371520600E-02 1.558500000E-05 4.808000000E-05
1.549996187E+01 1.249996187E+01 1.170828291E+00 1.212952173E+00 -4.212388200E-02 1.170811391E+00 1.212915386E+00 -4.210399500E-02 1.690000000E-05 3.678700000E-05
1.549996187E+01 1.266670514E+01 1.183078090E+00 1.216357534E+00 -3.327944400E-02 1.183062208E+00 1.216328812E+00 -3.326660400E-02 1.588200000E-05 2.872200000E-05
1.549996187E+01 1.283333839E+01 1.193243948E+00 1.219499531E+00 -2.625558300E-02 1.193229858E+00 1.219476610E+00 -2.624675200E-02 1.409000000E-05 2.292100000E-05
1.549996187E+01 1.300000000E+01 1.201881250E+00 1.222426808E+00 -2.054555800E-02 1.201869027E+00 1.222408144E+00 -2.053911700E-02 1.222300000E-05 1.866400000E-05
1.574996808E+01 1.000000000E+01 1.114984489E+00 1.209343741E+00 -9.435925200E-02 1.111262771E+00 1.197818164E+00 -8.655539300E-02 3.721718000E-03 1.152557700E-02
1.574996808E+01 1.016672606E+01 1.116359641E+00 1.209469561E+00 -9.310992000E-02 1.113830808E+00 1.201443896E+00 -8.761308800E-02 2.528833000E-03 8.025665000E-03
1.574996808E+01 1.033324570E+01 1.118338517E+00 1.209652235E+00 -9.131371800E-02 1.116617834E+00 1.204097387E+00 -8.747955300E-02 1.720683000E-03 5.554848000E-03
1.574996808E+01 1.049996187E+01 1.121160374E+00 1.209916159E+00 -8.875578500E-02 1.119985569E+00 1.206088059E+00 -8.610249000E-02 1.174805000E-03 3.828100000E-03
1.574996808E+01 1.066670514E+01 1.125131802E+00 1.210294778E+00 -8.516297600E-02 1.124325279E+00 1.207664494E+00 -8.333921500E-02 8.065230000E-04 2.630284000E-03
1.574996808E+01 1.083333839E+01 1.130616521E+00 1.210832490E+00 -8.021596900E-02 1.130058235E+00 1.209028641E+00 -7.897040600E-02 5.582860000E-04 1.803849000E-03
1.574996808E+01 1.100000000E+01 1.137990965E+00 1.211585488E+00 -7.359452300E-02 1.137599719E+00 1.210349619E+00 -7.274990000E-02 3.912460000E-04 1.235869000E-03
1.574996808E+01 1.116672606E+01 1.147542811E+00 1.212620007E+00 -6.507719600E-02 1.147263553E+00 1.211773367E+00 -6.450981400E-02 2.792580000E-04 8.466400000E-04
1.574996808E+01 1.133324570E+01 1.159304072E+00 1.214005484E+00 -5.470141200E-02 1.159099622E+00 1.213425057E+00 -5.432543500E-02 2.044500000E-04 5.804270000E-04
1.574996808E+01 1.149996187E+01 1.172863181E+00 1.215801679E+00 -4.293849800E-02 1.172708823E+00 1.215402995E+00 -4.269417200E-02 1.543580000E-04 3.986840000E-04
1.574996808E+01 1.166670514E+01 1.187289723E+00 1.218040256E+00 -3.075053300E-02 1.187169698E+00 1.217765471E+00 -3.059577300E-02 1.200250000E-04 2.747850000E-04
