d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.023059775E+00 1.018096519E+00 4.963256000E-03 1.023049090E+00 1.018084227E+00 4.964863000E-03 1.068500000E-05 1.229200000E-05
150 1.549996187E+01 1.169150478E+00 1.217653044E+00 -4.850256600E-02 1.169143940E+00 1.217617374E+00 -4.847343400E-02 6.538000000E-06 3.567000000E-05
150 1.600000000E+01 1.273589511E+00 1.249224356E+00 2.436515500E-02 1.273519118E+00 1.249149480E+00 2.436963800E-02 7.039300000E-05 7.487600000E-05
150 1.649996187E+01 1.313043279E+00 1.266443786E+00 4.659949300E-02 1.312797962E+00 1.266305494E+00 4.649246800E-02 2.453170000E-04 1.382920000E-04
150 1.700000000E+01 1.355805694E+00 1.296147599E+00 5.965809500E-02 1.354841716E+00 1.295892451E+00 5.894926500E-02 9.639780000E-04 2.551480000E-04
180 1.500000000E+01 1.021550498E+00 1.016963528E+00 4.586970000E-03 1.021541502E+00 1.016953164E+00 4.588338000E-03 8.996000000E-06 1.036400000E-05
180 1.549996187E+01 1.170287716E+00 1.215744326E+00 -4.545661000E-02 1.170276977E+00 1.215708785E+00 -4.543180800E-02 1.073900000E-05 3.554100000E-05
180 1.600000000E+01 1.273280417E+00 1.248446238E+00 2.483417900E-02 1.273211746E+00 1.248373690E+00 2.483805600E-02 6.867100000E-05 7.254800000E-05
180 1.649996187E+01 1.313665629E+00 1.266279887E+00 4.738574200E-02 1.313427960E+00 1.266142881E+00 4.728507900E-02 2.376690000E-04 1.370060000E-04
180 1.700000000E+01 1.355527557E+00 1.296422407E+00 5.910515000E-02 1.354585197E+00 1.296167527E+00 5.841767000E-02 9.423600000E-04 2.548800000E-04
210 1.500000000E+01 1.020849614E+00 1.016301918E+00 4.547696000E-03 1.020841555E+00 1.016292745E+00 4.548810000E-03 8.059000000E-06 9.173000000E-06
210 1.549996187E+01 1.171365623E+00 1.214425432E+00 -4.305980900E-02 1.171351473E+00 1.214389456E+00 -4.303798300E-02 1.415000000E-05 3.597600000E-05
210 1.600000000E+01 1.271329833E+00 1.247894415E+00 2.343541800E-02 1.271261860E+00 1.247822862E+00 2.343899800E-02 6.797300000E-05 7.155300000E-05
210 1.649996187E+01 1.313499244E+00 1.265999630E+00 4.749961400E-02 1.313266336E+00 1.265863502E+00 4.740283400E-02 2.329080000E-04 1.361280000E-04
210 1.700000000E+01 1.354901846E+00 1.296408070E+00 5.849377600E-02 1.353969962E+00 1.296129103E+00 5.784085900E-02 9.318840000E-04 2.789670000E-04
240 1.500000000E+01 1.020589572E+00 1.015928709E+00 4.660863000E-03 1.020582036E+00 1.015920292E+00 4.661744000E-03 7.536000000E-06 8.417000000E-06
240 1.549996187E+01 1.170828290E+00 1.212952174E+00 -4.212388400E-02 1.170811388E+00 1.212915386E+00 -4.210399800E-02 1.690200000E-05 3.678800000E-05
240 1.600000000E+01 1.272315127E+00 1.247938574E+00 2.437655300E-02 1.272247392E+00 1.247867497E+00 2.437989500E-02 6.773500000E-05 7.107700000E-05
240 1.649996187E+01 1.313450247E+00 1.265974371E+00 4.747587600E-02 1.313218995E+00 1.265838013E+00 4.738098200E-02 2.312520000E-04 1.363580000E-04
240 1.700000000E+01 1.355201653E+00 1.296338886E+00 5.886276700E-02 1.354272182E+00 1.296090538E+00 5.818164400E-02 9.294710000E-04 2.483480000E-04
