Ytrue por T Ypred RelError
1.000000e+00 0.000000e+00 2.500000e+02 2.852498e+02 2.842498e+02
1.000000e+00 0.000000e+00 2.600000e+02 2.711638e+02 2.701638e+02
1.000000e+00 0.000000e+00 2.700000e+02 2.583855e+02 2.573855e+02
1.000000e+00 0.000000e+00 2.800000e+02 2.467408e+02 2.457408e+02
1.000000e+00 0.000000e+00 2.900000e+02 2.360853e+02 2.350853e+02
1.000000e+00 0.000000e+00 3.000000e+02 2.262981e+02 2.252981e+02
1.000000e+00 0.000000e+00 3.100000e+02 2.172772e+02 2.162772e+02
1.000000e+00 0.000000e+00 3.200000e+02 2.089360e+02 2.079360e+02
1.000000e+00 0.000000e+00 3.300000e+02 2.012004e+02 2.002004e+02
1.000000e+00 0.000000e+00 3.400000e+02 1.940069e+02 1.930069e+02
1.000000e+00 0.000000e+00 3.500000e+02 1.873003e+02 1.863003e+02
1.000000e+00 0.000000e+00 3.600000e+02 1.810329e+02 1.800329e+02
1.000000e+00 0.000000e+00 3.700000e+02 1.751628e+02 1.741628e+02
1.000000e+00 0.000000e+00 3.800000e+02 1.696535e+02 1.686535e+02
1.000000e+00 0.000000e+00 3.900000e+02 1.644727e+02 1.634727e+02
1.000000e+00 0.000000e+00 4.000000e+02 1.595918e+02 1.585918e+02
1.000000e+00 0.000000e+00 4.100000e+02 1.549856e+02 1.539856e+02
1.000000e+00 0.000000e+00 4.200000e+02 1.506315e+02 1.496315e+02
1.000000e+00 0.000000e+00 4.300000e+02 1.465093e+02 1.455093e+02
1.000000e+00 0.000000e+00 4.400000e+02 1.426010e+02 1.416010e+02
1.000000e+00 0.000000e+00 4.500000e+02 1.388903e+02 1.378903e+02
1.000000e+00 0.000000e+00 4.600000e+02 1.353628e+02 1.343628e+02
1.000000e+00 0.000000e+00 4.700000e+02 1.320050e+02 1.310050e+02
1.000000e+00 0.000000e+00 4.800000e+02 1.288051e+02 1.278051e+02
1.000000e+00 0.000000e+00 4.900000e+02 1.257522e+02 1.247522e+02
1.000000e+00 0.000000e+00 5.000000e+02 1.228363e+02 1.218363e+02
1.000000e+00 0.000000e+00 5.100000e+02 1.200485e+02 1.190485e+02
1.000000e+00 0.000000e+00 5.200000e+02 1.173804e+02 1.163804e+02
1.000000e+00 0.000000e+00 5.300000e+02 1.148247e+02 1.138247e+02
1.000000e+00 0.000000e+00 5.400000e+02 1.123742e+02 1.113742e+02
1.000000e+00 0.000000e+00 5.500000e+02 1.100226e+02 1.090226e+02
1.000000e+00 0.000000e+00 5.600000e+02 1.077641e+02 1.067641e+02
1.000000e+00 0.000000e+00 5.700000e+02 1.055932e+02 1.045932e+02
1.000000e+00 0.000000e+00 5.800000e+02 1.035049e+02 1.025049e+02
1.000000e+00 0.000000e+00 5.900000e+02 1.014947e+02 1.004947e+02
1.000000e+00 0.000000e+00 6.000000e+02 9.955814e+01 9.855814e+01
1.000000e+00 0.000000e+00 6.100000e+02 9.769133e+01 9.669133e+01
1.000000e+00 0.000000e+00 6.200000e+02 9.589055e+01 9.489055e+01
1.000000e+00 0.000000e+00 6.300000e+02 9.415236e+01 9.315236e+01
1.000000e+00 0.000000e+00 6.400000e+02 9.247354e+01 9.147354e+01
1.000000e+00 0.000000e+00 6.500000e+02 9.085112e+01 8.985112e+01
1.000000e+00 0.000000e+00 6.600000e+02 8.928229e+01 8.828229e+01
1.000000e+00 0.000000e+00 6.700000e+02 8.776445e+01 8.676445e+01
1.000000e+00 0.000000e+00 6.800000e+02 8.629514e+01 8.529514e+01
1.000000e+00 0.000000e+00 6.900000e+02 8.487207e+01 8.387207e+01
1.000000e+00 0.000000e+00 7.000000e+02 8.349311e+01 8.249311e+01
1.000000e+00 0.000000e+00 7.100000e+02 8.215622e+01 8.115622e+01
1.000000e+00 0.000000e+00 7.200000e+02 8.085951e+01 7.985951e+01
1.000000e+00 0.000000e+00 7.300000e+02 7.960119e+01 7.860119e+01
1.000000e+00 0.000000e+00 7.400000e+02 7.837960e+01 7.737960e+01
1.000000e+00 0.000000e+00 7.500000e+02 7.719313e+01 7.619313e+01
1.000000e+00 0.000000e+00 7.600000e+02 7.604030e+01 7.504030e+01
1.000000e+00 0.000000e+00 7.700000e+02 7.491970e+01 7.391970e+01
1.000000e+00 0.000000e+00 7.800000e+02 7.382999e+01 7.282999e+01
1.000000e+00 0.000000e+00 7.900000e+02 7.276992e+01 7.176992e+01
1.000000e+00 0.000000e+00 8.000000e+02 7.173829e+01 7.073829e+01
1.000000e+00 0.000000e+00 8.100000e+02 7.073397e+01 6.973397e+01
1.000000e+00 0.000000e+00 8.200000e+02 6.975589e+01 6.875589e+01
1.000000e+00 0.000000e+00 8.300000e+02 6.880304e+01 6.780304e+01
1.000000e+00 0.000000e+00 8.400000e+02 6.787445e+01 6.687445e+01
1.000000e+00 0.000000e+00 8.500000e+02 6.696921e+01 6.596921e+01
1.000000e+00 0.000000e+00 8.600000e+02 6.608645e+01 6.508645e+01
1.000000e+00 0.000000e+00 8.700000e+02 6.522534e+01 6.422534e+01
1.000000e+00 0.000000e+00 8.800000e+02 6.438509e+01 6.338509e+01
1.000000e+00 0.000000e+00 8.900000e+02 6.356496e+01 6.256496e+01
1.000000e+00 0.000000e+00 9.000000e+02 6.276423e+01 6.176423e+01
1.000000e+00 0.000000e+00 9.100000e+02 6.198222e+01 6.098222e+01
1.000000e+00 0.000000e+00 9.200000e+02 6.121828e+01 6.021828e+01
1.000000e+00 0.000000e+00 9.300000e+02 6.047180e+01 5.947180e+01
1.000000e+00 0.000000e+00 9.400000e+02 5.974217e+01 5.874217e+01
1.000000e+00 0.000000e+00 9.500000e+02 5.902884e+01 5.802884e+01
1.000000e+00 0.000000e+00 9.600000e+02 5.833127e+01 5.733127e+01
1.000000e+00 0.000000e+00 9.700000e+02 5.764894e+01 5.664894e+01
1.000000e+00 0.000000e+00 9.800000e+02 5.698136e+01 5.598136e+01
1.000000e+00 0.000000e+00 9.900000e+02 5.632805e+01 5.532805e+01
1.000000e+00 0.000000e+00 1.000000e+03 5.568856e+01 5.468856e+01
1.000000e+00 0.000000e+00 1.010000e+03 5.506245e+01 5.406245e+01
1.000000e+00 2.000000e+00 2.500000e+02 5.237255e+01 5.137255e+01
1.000000e+00 2.000000e+00 2.600000e+02 5.137403e+01 5.037403e+01
1.000000e+00 2.000000e+00 2.700000e+02 5.044198e+01 4.944198e+01
