fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_325 001_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.248998807E-14 1.000000000E+20 1.255620206E+00 3.271128780E-15 8.594794582E-05 
001_325_SRH 001_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.727434426E-15 1.000000000E+20 1.312058505E+00 2.946344687E-15 5.833230722E-04 
002_325 002_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.505006328E-14 1.000000000E+20 1.271278750E+00 4.637183433E-15 1.265987170E-04 
002_325_SRH 002_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.366887965E-15 1.000000000E+20 1.312132752E+00 4.324204165E-15 5.860067092E-04 
003_325 003_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.876068794E-14 1.000000000E+20 1.283219500E+00 6.649794487E-15 1.770037620E-04 
003_325_SRH 003_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.219627176E-14 1.000000000E+20 1.312240198E+00 6.346132125E-15 5.899314051E-04 
004_325 004_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.411400184E-14 1.000000000E+20 1.292088386E+00 9.608812375E-15 2.355986126E-04 
004_325_SRH 004_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.772297567E-14 1.000000000E+20 1.312394979E+00 9.312880617E-15 5.956619963E-04 
005_325 005_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.178208645E-14 1.000000000E+20 1.298580127E+00 1.395427614E-14 2.997278037E-04 
005_325_SRH 005_325_srh.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.563987313E-14 1.000000000E+20 1.312615977E+00 1.366532431E-14 6.040090341E-04 
006_325 006_325.dat 325 35.67 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.265301026E-14 1.000000000E+20 1.303327945E+00 2.033139663E-14 3.664492407E-04 
