Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.300000000E+01 290 1.229892128E+00 1.209602809E+0 2.028931900E-02 1.229892128E+00 1.209602809E+0 2.028931900E-02
1.300000000E+01 295 1.227325914E+00 1.215046741E+0 1.227917300E-02 1.227325914E+00 1.215046741E+0 1.227917300E-02
1.300000000E+01 300 1.225559376E+00 1.220536834E+0 5.022542000E-03 1.225559376E+00 1.220536834E+0 5.022542000E-03
1.300000000E+01 305 1.222225971E+00 1.226072484E+0 -3.846513000E-03 1.222225971E+00 1.226072484E+0 -3.846513000E-03
1.300000000E+01 310 1.231481461E+00 1.231652841E+0 -1.713800000E-04 1.231481461E+00 1.231652841E+0 -1.713800000E-04
1.300000000E+01 315 1.230022061E+00 1.237276518E+0 -7.254457000E-03 1.230022061E+00 1.237276518E+0 -7.254457000E-03
1.300000000E+01 320 1.239103593E+00 1.242940993E+0 -3.837400000E-03 1.239103593E+00 1.242940993E+0 -3.837400000E-03
1.300000000E+01 325 1.247897588E+00 1.248641383E+0 -7.437950000E-04 1.247897588E+00 1.248641383E+0 -7.437950000E-04
1.300000000E+01 330 1.246879650E+00 1.254367969E+0 -7.488319000E-03 1.246879650E+00 1.254367969E+0 -7.488319000E-03
1.300000000E+01 335 1.250511080E+00 1.260101273E+0 -9.590193000E-03 1.250511080E+00 1.260101273E+0 -9.590193000E-03
1.300000000E+01 340 1.259222635E+00 1.265802371E+0 -6.579736000E-03 1.259222635E+00 1.265802371E+0 -6.579736000E-03
