Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.300000000E+01 290 1.177223098E+00 1.187006917E+0 -9.783819000E-03 1.177223098E+00 1.187006917E+0 -9.783819000E-03
1.300000000E+01 295 1.184674391E+00 1.190552544E+0 -5.878153000E-03 1.184674391E+00 1.190552544E+0 -5.878153000E-03
1.300000000E+01 300 1.182056555E+00 1.193938708E+0 -1.188215300E-02 1.182056555E+00 1.193938708E+0 -1.188215300E-02
1.300000000E+01 305 1.189085726E+00 1.196916874E+0 -7.831148000E-03 1.189085726E+00 1.196916874E+0 -7.831148000E-03
1.300000000E+01 310 1.195733808E+00 1.198910472E+0 -3.176664000E-03 1.195733808E+00 1.198910472E+0 -3.176664000E-03
1.300000000E+01 315 1.196412330E+00 1.198662785E+0 -2.250455000E-03 1.196412330E+00 1.198662785E+0 -2.250455000E-03
1.300000000E+01 320 1.198332524E+00 1.193710421E+0 4.622103000E-03 1.198332524E+00 1.193710421E+0 4.622103000E-03
1.300000000E+01 325 1.202669779E+00 1.180140418E+0 2.252936100E-02 1.202669779E+00 1.180140418E+0 2.252936100E-02
1.300000000E+01 330 1.189810593E+00 1.154226249E+0 3.558434400E-02 1.189810593E+00 1.154226249E+0 3.558434400E-02
1.300000000E+01 335 1.180668566E+00 1.117216548E+0 6.345201800E-02 1.180668566E+00 1.117216548E+0 6.345201800E-02
1.300000000E+01 340 1.161896980E+00 1.078030856E+0 8.386612400E-02 1.161896980E+00 1.078030856E+0 8.386612400E-02
