Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.300000000E+01 290 1.150535618E+00 1.155685748E+0 -5.150130000E-03 1.150535618E+00 1.155685748E+0 -5.150130000E-03
1.300000000E+01 295 1.155072075E+00 1.156688939E+0 -1.616864000E-03 1.155072075E+00 1.156688939E+0 -1.616864000E-03
1.300000000E+01 300 1.158073752E+00 1.154820714E+0 3.253038000E-03 1.158073752E+00 1.154820714E+0 3.253038000E-03
1.300000000E+01 305 1.143009556E+00 1.147039864E+0 -4.030308000E-03 1.143009556E+00 1.147039864E+0 -4.030308000E-03
1.300000000E+01 310 1.124317125E+00 1.129412989E+0 -5.095864000E-03 1.124317125E+00 1.129412989E+0 -5.095864000E-03
1.300000000E+01 315 1.103184737E+00 1.100840438E+0 2.344299000E-03 1.103184737E+00 1.100840438E+0 2.344299000E-03
1.300000000E+01 320 1.084522753E+00 1.067689963E+0 1.683279000E-02 1.084522753E+00 1.067689963E+0 1.683279000E-02
1.300000000E+01 325 1.018462628E+00 1.039789248E+0 -2.132662000E-02 1.018462628E+00 1.039789248E+0 -2.132662000E-02
1.300000000E+01 330 1.016891881E+00 1.021463559E+0 -4.571678000E-03 1.016891881E+00 1.021463559E+0 -4.571678000E-03
1.300000000E+01 335 1.015722484E+00 1.011116765E+0 4.605719000E-03 1.015722484E+00 1.011116765E+0 4.605719000E-03
1.300000000E+01 340 1.017873104E+00 1.005692857E+0 1.218024700E-02 1.017873104E+00 1.005692857E+0 1.218024700E-02
