Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.300000000E+01 290 1.16316255E+00 1.164266934E+0 -1.104384000E-03 1.16316255E+00 1.164266934E+0 -1.104384000E-03
1.300000000E+01 295 1.163405474E+00 1.167031825E+0 -3.626351000E-03 1.163405474E+00 1.167031825E+0 -3.626351000E-03
1.300000000E+01 300 1.168752900E+00 1.169145042E+0 -3.921420000E-04 1.168752900E+00 1.169145042E+0 -3.921420000E-04
1.300000000E+01 305 1.173110521E+00 1.169743462E+0 3.367059000E-03 1.173110521E+00 1.169743462E+0 3.367059000E-03
1.300000000E+01 310 1.175811798E+00 1.167068193E+0 8.743605000E-03 1.175811798E+00 1.167068193E+0 8.743605000E-03
1.300000000E+01 315 1.152137421E+00 1.158097259E+0 -5.959838000E-03 1.152137421E+00 1.158097259E+0 -5.959838000E-03
1.300000000E+01 320 1.132795922E+00 1.139284468E+0 -6.488546000E-03 1.132795922E+00 1.139284468E+0 -6.488546000E-03
1.300000000E+01 325 1.118840017E+00 1.109977490E+0 8.862527000E-03 1.118840017E+00 1.109977490E+0 8.862527000E-03
1.300000000E+01 330 1.093934102E+00 1.076108731E+0 1.782537100E-02 1.093934102E+00 1.076108731E+0 1.782537100E-02
1.300000000E+01 335 1.016115207E+00 1.046744402E+0 -3.062919500E-02 1.016115207E+00 1.046744402E+0 -3.062919500E-02
1.300000000E+01 340 1.014956829E+00 1.026471015E+0 -1.151418600E-02 1.014956829E+00 1.026471015E+0 -1.151418600E-02
