Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.300000000E+01 290 1.213187279E+00 1.213584901E+0 -3.976220000E-04 1.213187279E+00 1.213584901E+0 -3.976220000E-04
1.300000000E+01 295 1.217922456E+00 1.217749560E+0 1.728960000E-04 1.217922456E+00 1.217749560E+0 1.728960000E-04
1.300000000E+01 300 1.207608103E+00 1.221921422E+0 -1.431331900E-02 1.207608103E+00 1.221921422E+0 -1.431331900E-02
1.300000000E+01 305 1.216493501E+00 1.226097372E+0 -9.603871000E-03 1.216493501E+00 1.226097372E+0 -9.603871000E-03
1.300000000E+01 310 1.214550522E+00 1.230270203E+0 -1.571968100E-02 1.214550522E+00 1.230270203E+0 -1.571968100E-02
1.300000000E+01 315 1.223141919E+00 1.234423452E+0 -1.128153300E-02 1.223141919E+00 1.234423452E+0 -1.128153300E-02
1.300000000E+01 320 1.231642071E+00 1.238520337E+0 -6.878266000E-03 1.231642071E+00 1.238520337E+0 -6.878266000E-03
1.300000000E+01 325 1.230354541E+00 1.242480731E+0 -1.212619000E-02 1.230354541E+00 1.242480731E+0 -1.212619000E-02
1.300000000E+01 330 1.233138711E+00 1.246134861E+0 -1.299615000E-02 1.233138711E+00 1.246134861E+0 -1.299615000E-02
1.300000000E+01 335 1.241657042E+00 1.249134257E+0 -7.477215000E-03 1.241657042E+00 1.249134257E+0 -7.477215000E-03
1.300000000E+01 340 1.244600170E+00 1.250791915E+0 -6.191745000E-03 1.244600170E+00 1.250791915E+0 -6.191745000E-03
