Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.300000000E+01 290 1.191152411E+00 1.188665228E+0 2.487183000E-03 1.191152411E+00 1.188665228E+0 2.487183000E-03
1.300000000E+01 295 1.189921889E+00 1.192340051E+0 -2.418162000E-03 1.189921889E+00 1.192340051E+0 -2.418162000E-03
1.300000000E+01 300 1.197800083E+00 1.196015386E+0 1.784697000E-03 1.197800083E+00 1.196015386E+0 1.784697000E-03
1.300000000E+01 305 1.195304039E+00 1.199680610E+0 -4.376571000E-03 1.195304039E+00 1.199680610E+0 -4.376571000E-03
1.300000000E+01 310 1.202868361E+00 1.203311828E+0 -4.434670000E-04 1.202868361E+00 1.203311828E+0 -4.434670000E-04
1.300000000E+01 315 1.210157967E+00 1.206856596E+0 3.301371000E-03 1.210157967E+00 1.206856596E+0 3.301371000E-03
1.300000000E+01 320 1.207514355E+00 1.210202930E+0 -2.688575000E-03 1.207514355E+00 1.210202930E+0 -2.688575000E-03
1.300000000E+01 325 1.214058094E+00 1.213118882E+0 9.392120000E-04 1.214058094E+00 1.213118882E+0 9.392120000E-04
1.300000000E+01 330 1.215000101E+00 1.215141478E+0 -1.413770000E-04 1.215000101E+00 1.215141478E+0 -1.413770000E-04
1.300000000E+01 335 1.219156588E+00 1.215392322E+0 3.764266000E-03 1.219156588E+00 1.215392322E+0 3.764266000E-03
1.300000000E+01 340 1.207410992E+00 1.212331954E+0 -4.920962000E-03 1.207410992E+00 1.212331954E+0 -4.920962000E-03
