T nFsrh nFBsrh dnsrh nF nFB dn
290 1.237533822E+00 1.174454839E+00 6.307898300E-02 1.237513468E+00 1.174324080E+00 6.318938800E-02
295 1.235629262E+00 1.177983137E+00 5.764612500E-02 1.235153582E+00 1.177345973E+00 5.780760900E-02
300 1.244880720E+00 1.177870299E+00 6.701042100E-02 1.244848432E+00 1.177845415E+00 6.700301700E-02
305 1.234796277E+00 1.186688299E+00 4.810797800E-02 1.231931500E+00 1.186674784E+00 4.525671600E-02
310 1.240243654E+00 1.191864587E+00 4.837906700E-02 1.240199477E+00 1.191856391E+00 4.834308600E-02
315 1.247699400E+00 1.19830432E+00 4.939508000E-02 1.244292148E+00 1.19830432E+00 4.598782800E-02
320 1.248776571E+00 1.20251544E+00 4.626113100E-02 1.248674251E+00 1.20251544E+00 4.615881100E-02
325 1.258210669E+00 1.20435710E+00 5.385356900E-02 1.258416225E+00 1.204054E+00 5.436222500E-02
330 1.260203596E+00 1.20941606E+00 5.078753600E-02 1.257794582E+00 1.20941606E+00 4.837852200E-02
335 1.261744312E+00 1.214987241E+00 4.675707100E-02 1.261594588E+00 1.214635428E+00 4.695916000E-02
340 1.271114845E+00 1.221358682E+00 4.975616300E-02 1.270529274E+00 1.221244029E+00 4.928524500E-02
