T nFsrh nFBsrh dnsrh nF nFB dn
290 1.200558916E+00 1.141937133E+00 5.862178300E-02 1.188407018E+00 1.140996390E+00 4.741062800E-02
295 1.209681050E+00 1.147025110E+00 6.265594000E-02 1.197001336E+00 1.145799779E+00 5.120155700E-02
300 1.208002789E+00 1.151887025E+00 5.611576400E-02 1.195369940E+00 1.150314184E+00 4.505575600E-02
305 1.216909714E+00 1.153756713E+00 6.315300100E-02 1.199575313E+00 1.152288432E+00 4.728688100E-02
310 1.215596531E+00 1.155639026E+00 5.995750500E-02 1.206124168E+00 1.154273200E+00 5.185096800E-02
315 1.218603669E+00 1.158706769E+00 5.989690000E-02 1.209407559E+00 1.156644568E+00 5.276299100E-02
320 1.227012309E+00 1.161696016E+00 6.531629300E-02 1.216566156E+00 1.159332346E+00 5.723381000E-02
325 1.230322802E+00 1.163927616E+00 6.639518600E-02 1.222985158E+00 1.162295084E+00 6.069007400E-02
330 1.237710914E+00 1.166565593E+00 7.114532100E-02 1.228660669E+00 1.164497905E+00 6.416276400E-02
335 1.244430313E+00 1.169918524E+00 7.451178900E-02 1.231195917E+00 1.164474421E+00 6.672149600E-02
340 1.245467885E+00 1.170938231E+00 7.452965400E-02 1.232288862E+00 1.163689181E+00 6.859968100E-02
