N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.048224588E+00 1.047165707E+00 1.046231577E+00 1.045360342E+00
1.600000000E+01 1.219397756E+00 1.207777735E+00 1.195767756E+00 1.187775348E+00
1.700000000E+01 1.342218046E+00 1.338660821E+00 1.335174189E+00 1.333029752E+00
1.549996187E+01 1.012100290E+00 1.011036216E+00 1.010262320E+00 1.009652911E+00
1.649996187E+01 1.297123419E+00 1.293032078E+00 1.288518845E+00 1.284347147E+00
1.674996808E+01 1.320495942E+00 1.315501200E+00 1.312434548E+00 1.309126487E+00
1.624993176E+01 1.269912790E+00 1.263293428E+00 1.257037517E+00 1.251088032E+00
1.574996808E+01 1.099613471E+00 1.075017064E+00 1.056965411E+00 1.040980860E+00
1.524993176E+01 1.020778120E+00 1.019810508E+00 1.019036248E+00 1.018379140E+00
