N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.098069078E+00 1.080149578E+00 1.063198468E+00 1.046301388E+00
1.600000000E+01 1.248894663E+00 1.246509319E+00 1.244136033E+00 1.241747855E+00
1.700000000E+01 1.282596238E+00 1.280554581E+00 1.277355457E+00 1.276550651E+00
1.549996187E+01 1.221412219E+00 1.216297688E+00 1.213305645E+00 1.209707238E+00
1.649996187E+01 1.266916674E+00 1.264495061E+00 1.263074477E+00 1.261666026E+00
1.674996808E+01 1.275111654E+00 1.271720579E+00 1.270688551E+00 1.269542023E+00
1.624993176E+01 1.258050983E+00 1.256115520E+00 1.254418273E+00 1.252868924E+00
1.574996808E+01 1.237753601E+00 1.234958770E+00 1.231565639E+00 1.229479416E+00
1.524993176E+01 1.187589239E+00 1.179615427E+00 1.172509132E+00 1.165633734E+00
