N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.045648641E+00 1.045252332E+00 1.044877234E+00 1.044514944E+00
1.600000000E+01 1.210169767E+00 1.198238086E+00 1.185646799E+00 1.176747462E+00
1.700000000E+01 1.281430766E+00 1.275307573E+00 1.269534043E+00 1.265074943E+00
1.549996187E+01 1.010875853E+00 1.010092479E+00 1.009514500E+00 1.009055410E+00
1.649996187E+01 1.271129220E+00 1.266533707E+00 1.261467820E+00 1.256621872E+00
1.674996808E+01 1.280029292E+00 1.273842502E+00 1.269388050E+00 1.264765801E+00
1.624993176E+01 1.253779341E+00 1.247046086E+00 1.240493584E+00 1.234089867E+00
1.574996808E+01 1.095370880E+00 1.069513291E+00 1.049670413E+00 1.031495504E+00
1.524993176E+01 1.019399016E+00 1.018778260E+00 1.018279239E+00 1.017862444E+00
