X Y Yfit
2.2000000E+1 1.2400000E-4 1.2373393E-4
4.3000000E+1 1.2400000E-4 1.2393019E-4
6.2000000E+1 1.2430000E-4 1.2410722E-4
8.1000000E+1 1.2470000E-4 1.2428374E-4
1.0000000E+2 1.2480000E-4 1.2445973E-4
1.1900000E+2 1.2480000E-4 1.2463521E-4
1.3800000E+2 1.2470000E-4 1.2481016E-4
1.5700000E+2 1.2500000E-4 1.2498459E-4
1.7600000E+2 1.2540000E-4 1.2515849E-4
1.9600000E+2 1.2560000E-4 1.2534097E-4
2.1400000E+2 1.2560000E-4 1.2550471E-4
2.3300000E+2 1.2570000E-4 1.2567702E-4
2.5200000E+2 1.2580000E-4 1.2584879E-4
2.7100000E+2 1.2620000E-4 1.2602003E-4
2.9000000E+2 1.2650000E-4 1.2619073E-4
3.0900000E+2 1.2650000E-4 1.2636089E-4
3.2800000E+2 1.2660000E-4 1.2653051E-4
3.4700000E+2 1.2660000E-4 1.2669958E-4
3.6600000E+2 1.2690000E-4 1.2686811E-4
3.8600000E+2 1.2710000E-4 1.2704492E-4
4.0400000E+2 1.2750000E-4 1.2720352E-4
4.2300000E+2 1.2740000E-4 1.2737041E-4
4.4200000E+2 1.2740000E-4 1.2753674E-4
4.6100000E+2 1.2770000E-4 1.2770251E-4
4.8000000E+2 1.2790000E-4 1.2786773E-4
4.9900000E+2 1.2810000E-4 1.2803239E-4
5.1800000E+2 1.2810000E-4 1.2819650E-4
5.3700000E+2 1.2820000E-4 1.2836004E-4
5.5600000E+2 1.2830000E-4 1.2852302E-4
5.7600000E+2 1.2890000E-4 1.2869398E-4
5.9400000E+2 1.2910000E-4 1.2884730E-4
6.1300000E+2 1.2910000E-4 1.2900859E-4
6.3200000E+2 1.2900000E-4 1.2916931E-4
6.5100000E+2 1.2910000E-4 1.2932946E-4
6.7000000E+2 1.2960000E-4 1.2948904E-4
6.8900000E+2 1.2970000E-4 1.2964805E-4
7.0800000E+2 1.3000000E-4 1.2980649E-4
7.2700000E+2 1.2970000E-4 1.2996436E-4
7.4600000E+2 1.2990000E-4 1.3012165E-4
7.6600000E+2 1.3010000E-4 1.3028659E-4
7.8400000E+2 1.3050000E-4 1.3043450E-4
8.0300000E+2 1.3070000E-4 1.3059006E-4
8.2200000E+2 1.3060000E-4 1.3074504E-4
8.4100000E+2 1.3060000E-4 1.3089943E-4
8.6000000E+2 1.3080000E-4 1.3105325E-4
8.7900000E+2 1.3100000E-4 1.3120649E-4
8.9800000E+2 1.3140000E-4 1.3135914E-4
9.1700000E+2 1.3140000E-4 1.3151120E-4
9.3600000E+2 1.3140000E-4 1.3166269E-4
9.5600000E+2 1.3150000E-4 1.3182151E-4
9.7400000E+2 1.3180000E-4 1.3196389E-4
9.9300000E+2 1.3240000E-4 1.3211361E-4
1.0120000E+3 1.3240000E-4 1.3226274E-4
1.0310000E+3 1.3220000E-4 1.3241128E-4
1.0500000E+3 1.3230000E-4 1.3255924E-4
1.0690000E+3 1.3260000E-4 1.3270660E-4
1.0880000E+3 1.3280000E-4 1.3285337E-4
1.1070000E+3 1.3310000E-4 1.3299955E-4
1.1260000E+3 1.3320000E-4 1.3314513E-4
1.1460000E+3 1.3310000E-4 1.3329774E-4
1.1640000E+3 1.3310000E-4 1.3343452E-4
1.1830000E+3 1.3360000E-4 1.3357833E-4
1.2020000E+3 1.3390000E-4 1.3372153E-4
1.2210000E+3 1.3390000E-4 1.3386415E-4
1.2400000E+3 1.3370000E-4 1.3400617E-4
1.2590000E+3 1.3390000E-4 1.3414759E-4
1.2780000E+3 1.3400000E-4 1.3428841E-4
1.2970000E+3 1.3450000E-4 1.3442864E-4
1.3160000E+3 1.3450000E-4 1.3456827E-4
1.3360000E+3 1.3470000E-4 1.3471461E-4
1.3540000E+3 1.3450000E-4 1.3484574E-4
1.3730000E+3 1.3490000E-4 1.3498358E-4
1.3920000E+3 1.3530000E-4 1.3512082E-4
1.4110000E+3 1.3520000E-4 1.3525746E-4
1.4300000E+3 1.3530000E-4 1.3539350E-4
1.4490000E+3 1.3520000E-4 1.3552895E-4
1.4680000E+3 1.3560000E-4 1.3566379E-4
1.4870000E+3 1.3570000E-4 1.3579804E-4
1.5060000E+3 1.3610000E-4 1.3593169E-4
1.5260000E+3 1.3610000E-4 1.3607172E-4
1.5440000E+3 1.3610000E-4 1.3619718E-4
1.5630000E+3 1.3600000E-4 1.3632904E-4
1.5820000E+3 1.3640000E-4 1.3646029E-4
1.6010000E+3 1.3660000E-4 1.3659094E-4
1.6200000E+3 1.3670000E-4 1.3672100E-4
1.6390000E+3 1.3680000E-4 1.3685045E-4
1.6580000E+3 1.3670000E-4 1.3697931E-4
1.6770000E+3 1.3700000E-4 1.3710757E-4
1.6970000E+3 1.3730000E-4 1.3724194E-4
1.7160000E+3 1.3730000E-4 1.3736897E-4
1.7340000E+3 1.3740000E-4 1.3748877E-4
1.7530000E+3 1.3730000E-4 1.3761464E-4
1.7720000E+3 1.3760000E-4 1.3773992E-4
1.7910000E+3 1.3770000E-4 1.3786460E-4
1.8100000E+3 1.3810000E-4 1.3798868E-4
1.8290000E+3 1.3800000E-4 1.3811217E-4
1.8480000E+3 1.3820000E-4 1.3823506E-4
1.8670000E+3 1.3820000E-4 1.3835736E-4
1.8860000E+3 1.3840000E-4 1.3847907E-4
1.9060000E+3 1.3860000E-4 1.3860654E-4
1.9240000E+3 1.3880000E-4 1.3872070E-4
1.9430000E+3 1.3880000E-4 1.3884063E-4
1.9620000E+3 1.3870000E-4 1.3895996E-4
1.9810000E+3 1.3890000E-4 1.3907871E-4
2.0000000E+3 1.3930000E-4 1.3919686E-4
2.0190000E+3 1.3930000E-4 1.3931443E-4
2.0380000E+3 1.3950000E-4 1.3943140E-4
2.0570000E+3 1.3940000E-4 1.3954779E-4
2.0760000E+3 1.3940000E-4 1.3966359E-4
2.0960000E+3 1.3980000E-4 1.3978485E-4
2.1140000E+3 1.4010000E-4 1.3989343E-4
2.1330000E+3 1.4020000E-4 1.4000747E-4
2.1520000E+3 1.3990000E-4 1.4012093E-4
2.1710000E+3 1.4000000E-4 1.4023380E-4
2.1900000E+3 1.4030000E-4 1.4034610E-4
2.2090000E+3 1.4070000E-4 1.4045781E-4
2.2280000E+3 1.4080000E-4 1.4056893E-4
2.2470000E+3 1.4060000E-4 1.4067948E-4
2.2660000E+3 1.4050000E-4 1.4078946E-4
2.2860000E+3 1.4080000E-4 1.4090459E-4
2.3040000E+3 1.4110000E-4 1.4100766E-4
2.3230000E+3 1.4140000E-4 1.4111591E-4
2.3420000E+3 1.4130000E-4 1.4122357E-4
2.3610000E+3 1.4120000E-4 1.4133066E-4
2.3800000E+3 1.4120000E-4 1.4143718E-4
2.3990000E+3 1.4140000E-4 1.4154313E-4
2.4180000E+3 1.4190000E-4 1.4164851E-4
2.4370000E+3 1.4180000E-4 1.4175332E-4
2.4560000E+3 1.4170000E-4 1.4185756E-4
2.4760000E+3 1.4170000E-4 1.4196668E-4
2.4960000E+3 1.4190000E-4 1.4207516E-4
2.5130000E+3 1.4230000E-4 1.4216689E-4
2.5320000E+3 1.4240000E-4 1.4226887E-4
2.5510000E+3 1.4230000E-4 1.4237029E-4
2.5700000E+3 1.4220000E-4 1.4247115E-4
2.5890000E+3 1.4230000E-4 1.4257145E-4
2.6080000E+3 1.4280000E-4 1.4267119E-4
2.6270000E+3 1.4300000E-4 1.4277038E-4
2.6460000E+3 1.4300000E-4 1.4286901E-4
2.6660000E+3 1.4290000E-4 1.4297223E-4
2.6840000E+3 1.4290000E-4 1.4306461E-4
2.7030000E+3 1.4320000E-4 1.4316158E-4
2.7220000E+3 1.4340000E-4 1.4325801E-4
2.7410000E+3 1.4360000E-4 1.4335389E-4
2.7600000E+3 1.4340000E-4 1.4344922E-4
2.7790000E+3 1.4350000E-4 1.4354400E-4
2.7980000E+3 1.4360000E-4 1.4363824E-4
2.8170000E+3 1.4380000E-4 1.4373194E-4
2.8360000E+3 1.4410000E-4 1.4382510E-4
2.8560000E+3 1.4400000E-4 1.4392258E-4
2.8740000E+3 1.4370000E-4 1.4400980E-4
2.8940000E+3 1.4420000E-4 1.4410615E-4
2.9120000E+3 1.4420000E-4 1.4419236E-4
2.9310000E+3 1.4460000E-4 1.4428284E-4
2.9500000E+3 1.4460000E-4 1.4437279E-4
