N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -2.616991000E-03 7.401411000E-03 7.101380000E-03 6.682628000E-03
1.600000000E+01 2.179867400E-02 2.169563300E-02 2.137039600E-02 2.119480000E-02
1.700000000E+01 7.063681200E-02 6.924730200E-02 6.693236900E-02 6.645126500E-02
1.549996187E+01 -9.208940300E-02 -9.755629400E-02 -9.819667500E-02 -9.673324900E-02
1.649996187E+01 5.366165000E-02 5.434991100E-02 5.404156000E-02 5.359578800E-02
1.674996808E+01 6.563545400E-02 6.360730200E-02 6.328987300E-02 6.249930200E-02
1.624993176E+01 3.950528400E-02 3.990246000E-02 3.986092200E-02 3.940288000E-02
1.574996808E+01 -9.463696000E-03 -1.126257600E-02 -1.201029300E-02 -1.121053400E-02
1.524993176E+01 -1.579319900E-01 -1.521347080E-01 -1.470375500E-01 -1.427586070E-01
