T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.252558493E+00 1.230390055E+00 2.216843800E-02 1.252537916E+00 1.230364521E+00 2.217339500E-02 2.057700000E-05 2.553400000E-05
295 1.251077867E+00 1.228944587E+00 2.213328000E-02 1.251059782E+00 1.228921264E+00 2.213851800E-02 1.808500000E-05 2.332300000E-05
300 1.250185433E+00 1.228044888E+00 2.214054500E-02 1.250169639E+00 1.228024074E+00 2.214556500E-02 1.579400000E-05 2.081400000E-05
305 1.249436522E+00 1.228015662E+00 2.142086000E-02 1.249422724E+00 1.227996878E+00 2.142584600E-02 1.379800000E-05 1.878400000E-05
310 1.248387614E+00 1.228522835E+00 1.986477900E-02 1.248375452E+00 1.228505740E+00 1.986971200E-02 1.216200000E-05 1.709500000E-05
315 1.245879019E+00 1.229043394E+00 1.683562500E-02 1.245868058E+00 1.229027651E+00 1.684040700E-02 1.096100000E-05 1.574300000E-05
320 1.240177719E+00 1.229510217E+00 1.066750200E-02 1.240167509E+00 1.229494997E+00 1.067251200E-02 1.021000000E-05 1.522000000E-05
325 1.228113821E+00 1.228791100E+00 -6.772790000E-04 1.228103907E+00 1.228775549E+00 -6.716420000E-04 9.914000000E-06 1.555100000E-05
330 1.204901474E+00 1.225199732E+00 -2.029825800E-02 1.204891409E+00 1.225182657E+00 -2.029124800E-02 1.006500000E-05 1.707500000E-05
335 1.163444434E+00 1.216020097E+00 -5.257566300E-02 1.163433884E+00 1.215999574E+00 -5.256569000E-02 1.055000000E-05 2.052300000E-05
340 1.096496746E+00 1.195686568E+00 -9.918982200E-02 1.096485849E+00 1.195660184E+00 -9.917433500E-02 1.089700000E-05 2.638400000E-05
