fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 7:51 305.1 38 1.000E+000 5.325E+000 2.090E-010 7.206E+002 2.578E+000 4.905E-006 1.778E-004 1.129E-001 1.764E-004 5.215E-006 2.617E-001 5.810E-002 8.960E-005 3.533E-002 
00L2 8:37 305.8 37.91 1.000E+000 4.903E+000 2.193E-010 7.239E+002 2.582E+000 5.118E-006 1.737E-004 1.106E-001 1.725E-004 4.993E-006 2.617E-001 5.690E-002 8.760E-005 7.371E-002 
00L3 8:54 309.9 37.41 1.000E+000 4.670E+000 4.623E-010 7.428E+002 2.610E+000 6.859E-006 1.741E-004 1.098E-001 1.730E-004 5.021E-006 2.643E-001 5.680E-002 8.824E-005 1.846E-003 
00L4 9:14 312 37.16 1.000E+000 4.609E+000 6.540E-010 7.522E+002 2.590E+000 7.463E-006 1.756E-004 1.104E-001 1.745E-004 5.116E-006 2.657E-001 5.720E-002 8.929E-005 6.631E-003 
00L5 9:32 314.9 36.82 1.000E+000 4.372E+000 1.013E-009 7.646E+002 2.589E+000 8.864E-006 1.764E-004 1.095E-001 1.753E-004 5.137E-006 2.678E-001 5.700E-002 8.997E-005 5.599E-003 
00L6 9:52 317.2 36.55 1.000E+000 4.403E+000 1.378E-009 7.740E+002 2.558E+000 9.625E-006 1.748E-004 1.079E-001 1.737E-004 5.042E-006 2.690E-001 5.630E-002 8.939E-005 1.896E-002 
00L7 10:9 320.2 36.21 1.000E+000 4.595E+000 2.274E-009 7.857E+002 2.595E+000 1.195E-005 1.758E-004 1.061E-001 1.747E-004 5.023E-006 2.709E-001 5.560E-002 9.018E-005 9.069E-004 
00L8 10:27 322.3 35.97 1.000E+000 4.529E+000 2.936E-009 7.933E+002 2.574E+000 1.317E-005 1.768E-004 1.052E-001 1.756E-004 5.032E-006 2.725E-001 5.520E-002 9.099E-005 5.664E-004 
00L9 10:53 325.7 35.6 1.000E+000 5.292E+000 4.491E-009 8.046E+002 2.549E+000 1.507E-005 1.795E-004 1.043E-001 1.781E-004 5.105E-006 2.748E-001 5.500E-002 9.265E-005 2.838E-003 
0L10 11:13 328.1 35.34 1.000E+000 4.534E+000 6.889E-009 8.117E+002 2.568E+000 1.759E-005 1.766E-004 1.005E-001 1.755E-004 4.861E-006 2.756E-001 5.310E-002 9.136E-005 1.528E-002 
0L11 11:32 331.1 35.02 1.000E+000 4.972E+000 1.039E-008 8.196E+002 2.545E+000 1.983E-005 1.767E-004 9.811E-002 1.754E-004 4.765E-006 2.770E-001 5.190E-002 9.164E-005 2.594E-003 
0L12 11:51 335.1 34.6 1.000E+000 4.755E+000 1.725E-008 8.280E+002 2.532E+000 2.386E-005 1.770E-004 9.428E-002 1.757E-004 4.615E-006 2.786E-001 5.000E-002 9.211E-005 2.179E-003 
0L13 12:15 338.8 34.22 1.000E+000 4.872E+000 2.773E-008 8.336E+002 2.546E+000 2.900E-005 1.763E-004 8.980E-002 1.749E-004 4.388E-006 2.794E-001 4.770E-002 9.179E-005 3.093E-003 
0L14 12:37 342.1 33.89 1.000E+000 4.759E+000 4.280E-008 8.364E+002 2.548E+000 3.415E-005 1.764E-004 8.590E-002 1.750E-004 4.209E-006 2.800E-001 4.560E-002 9.210E-005 2.764E-003 
