N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.014103455E+00 1.074486046E+00 1.185150195E+00 1.213837463E+00 1.223473275E+00 1.225364728E+00 1.222268807E+00 1.221053091E+00 1.225404709E+00
1.016672606E+01 1.014098868E+00 1.074934138E+00 1.185303513E+00 1.213925251E+00 1.223588213E+00 1.225574698E+00 1.222698527E+00 1.221929001E+00 1.227062906E+00
1.033324570E+01 1.014092246E+00 1.075587161E+00 1.185526477E+00 1.214053041E+00 1.223755347E+00 1.225878633E+00 1.223314389E+00 1.223162885E+00 1.229339274E+00
1.049996187E+01 1.014082765E+00 1.076535715E+00 1.185849378E+00 1.214238344E+00 1.223997455E+00 1.226315737E+00 1.224187533E+00 1.224870750E+00 1.232381416E+00
1.066670514E+01 1.014069354E+00 1.077906844E+00 1.186314133E+00 1.214505622E+00 1.224346039E+00 1.226938750E+00 1.225407129E+00 1.227178934E+00 1.236306518E+00
1.083333839E+01 1.014050738E+00 1.079874801E+00 1.186977124E+00 1.214888105E+00 1.224843656E+00 1.227815444E+00 1.227075871E+00 1.230200307E+00 1.241151874E+00
1.100000000E+01 1.014025644E+00 1.082670428E+00 1.187910986E+00 1.215429474E+00 1.225545479E+00 1.229027257E+00 1.229296470E+00 1.233997722E+00 1.246827288E+00
1.116672606E+01 1.013993409E+00 1.086583005E+00 1.189202927E+00 1.216184123E+00 1.226518924E+00 1.230662205E+00 1.232146424E+00 1.238540463E+00 1.253100600E+00
1.133324570E+01 1.013955378E+00 1.091942503E+00 1.190946120E+00 1.217214550E+00 1.227838739E+00 1.232798672E+00 1.235643347E+00 1.243678665E+00 1.259640641E+00
1.149996187E+01 1.013917762E+00 1.099063551E+00 1.193219744E+00 1.218583956E+00 1.229575578E+00 1.235479968E+00 1.239714481E+00 1.249160060E+00 1.266107881E+00
1.166670514E+01 1.013896806E+00 1.108130469E+00 1.196056687E+00 1.220342991E+00 1.231776639E+00 1.238686418E+00 1.244192423E+00 1.254695254E+00 1.272244643E+00
1.183333839E+01 1.013926736E+00 1.119025832E+00 1.199407531E+00 1.222513145E+00 1.234443000E+00 1.242320235E+00 1.248851104E+00 1.260040051E+00 1.277917628E+00
1.200000000E+01 1.014069887E+00 1.131168188E+00 1.203124681E+00 1.225072632E+00 1.237514015E+00 1.246219846E+00 1.253471197E+00 1.265049906E+00 1.283105035E+00
1.216672606E+01 1.014424026E+00 1.143515078E+00 1.206993028E+00 1.227953515E+00 1.240872496E+00 1.250204452E+00 1.257899258E+00 1.269685188E+00 1.287856340E+00
1.233324570E+01 1.015119868E+00 1.154856927E+00 1.210804253E+00 1.231053638E+00 1.244374939E+00 1.254127366E+00 1.262071378E+00 1.273981424E+00 1.292254566E+00
1.249996187E+01 1.016301918E+00 1.164324250E+00 1.214425432E+00 1.234260540E+00 1.247894415E+00 1.257909596E+00 1.265999630E+00 1.278012520E+00 1.296408070E+00
1.266670514E+01 1.030381891E+00 1.171706290E+00 1.217814118E+00 1.237479271E+00 1.251353556E+00 1.261541425E+00 1.269741565E+00 1.281864758E+00 1.300460542E+00
1.283333839E+01 1.048559777E+00 1.177332676E+00 1.220980115E+00 1.240653685E+00 1.254733407E+00 1.265061758E+00 1.273372559E+00 1.285683852E+00 1.304444197E+00
1.300000000E+01 1.061403344E+00 1.181705746E+00 1.223956605E+00 1.243773266E+00 1.258060601E+00 1.268532658E+00 1.276969350E+00 1.289470268E+00 1.308425854E+00
