N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.013298431E+00 1.013291031E+00 1.013280363E+00 1.013265113E+00 1.013243595E+00 1.013213827E+00 1.013173894E+00 1.013122933E+00 1.013063306E+00 1.013004784E+00 1.012971453E+00 1.013011212E+00 1.013204560E+00 1.013666215E+00 1.014531544E+00 1.015928709E+00 1.025661358E+00 1.040959650E+00 1.051919950E+00
1.600000000E+01 1.219139156E+00 1.219302486E+00 1.219539367E+00 1.219881096E+00 1.220370279E+00 1.221062809E+00 1.222028374E+00 1.223346603E+00 1.225096758E+00 1.227338663E+00 1.230087542E+00 1.233292694E+00 1.236835033E+00 1.240553330E+00 1.244290861E+00 1.247938574E+00 1.251453600E+00 1.254850671E+00 1.258179160E+00
1.700000000E+01 1.219678257E+00 1.221788940E+00 1.224646093E+00 1.228394494E+00 1.233118089E+00 1.238786116E+00 1.245216370E+00 1.252093274E+00 1.259045126E+00 1.265747586E+00 1.271994665E+00 1.277708728E+00 1.282907088E+00 1.287659123E+00 1.292055658E+00 1.296338886E+00 1.300445838E+00 1.304303608E+00 1.308151017E+00
1.549996187E+01 1.178376384E+00 1.178596245E+00 1.178915064E+00 1.179374985E+00 1.180033116E+00 1.180964255E+00 1.182260433E+00 1.184024306E+00 1.186351203E+00 1.189296741E+00 1.192835632E+00 1.196832647E+00 1.201058293E+00 1.205260575E+00 1.209252798E+00 1.212952173E+00 1.216357534E+00 1.219499531E+00 1.222426808E+00
1.649996187E+01 1.216678222E+00 1.217269473E+00 1.218111286E+00 1.219293930E+00 1.220924841E+00 1.223117967E+00 1.225970542E+00 1.229527638E+00 1.233744704E+00 1.238469366E+00 1.243465316E+00 1.248476300E+00 1.253298691E+00 1.257823416E+00 1.262033543E+00 1.265974371E+00 1.269720402E+00 1.273353451E+00 1.277000203E+00
1.674996808E+01 1.214986302E+00 1.216152338E+00 1.217778350E+00 1.219998225E+00 1.222942971E+00 1.226706529E+00 1.231298866E+00 1.236607470E+00 1.242394817E+00 1.248350158E+00 1.254177383E+00 1.259670585E+00 1.264740439E+00 1.269393316E+00 1.273691693E+00 1.277721089E+00 1.281540623E+00 1.285414087E+00 1.289222567E+00
1.624993176E+01 1.220333983E+00 1.220628947E+00 1.221054179E+00 1.221662169E+00 1.222521480E+00 1.223716619E+00 1.225342396E+00 1.227489449E+00 1.230219246E+00 1.233532241E+00 1.237344351E+00 1.241490805E+00 1.245766476E+00 1.249986069E+00 1.254031719E+00 1.257866015E+00 1.261514717E+00 1.265038217E+00 1.268508026E+00
1.574996808E+01 1.209343741E+00 1.209469561E+00 1.209652235E+00 1.209916159E+00 1.210294778E+00 1.210832490E+00 1.211585488E+00 1.212620007E+00 1.214005484E+00 1.215801679E+00 1.218040256E+00 1.220707157E+00 1.223734963E+00 1.227012027E+00 1.230407076E+00 1.233801056E+00 1.237114530E+00 1.240320134E+00 1.243436612E+00
1.524993176E+01 1.058463354E+00 1.059089428E+00 1.060000053E+00 1.061318989E+00 1.063217600E+00 1.065926147E+00 1.069739975E+00 1.075009796E+00 1.082097507E+00 1.091274262E+00 1.102548975E+00 1.115469770E+00 1.129041069E+00 1.141930377E+00 1.152991806E+00 1.161737927E+00 1.168377153E+00 1.173442188E+00 1.177437143E+00
