fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_315 001_315.dat 315 36.81 1.000000000E+00 7.005113143E+02 3.012924219E-15 1.000000000E+20 1.015356693E+00 7.923606588E-16 5.030231431E-04 
001_315_SRH 001_315_srh.dat 315 36.81 1.000000000E+00 6.526273770E+04 4.911426757E-16 1.000000000E+20 1.252947644E+00 1.254771140E-16 2.628522383E-03 
002_315 002_315.dat 315 36.81 1.000000000E+00 8.377007951E+02 3.697814288E-15 1.000000000E+20 1.055572584E+00 3.916804651E-16 7.337292025E-04 
002_315_SRH 002_315_srh.dat 315 36.81 1.000000000E+00 4.445879579E+04 7.206809676E-16 1.000000000E+20 1.252947813E+00 1.841726258E-16 2.617291582E-03 
003_315 003_315.dat 315 36.81 1.000000000E+00 1.095330587E+03 4.099616357E-15 1.000000000E+20 1.091695306E+00 4.080625325E-16 1.059748351E-03 
003_315_SRH 003_315_srh.dat 315 36.81 1.000000000E+00 3.028524378E+04 1.057345974E-15 1.000000000E+20 1.252947985E+00 2.703227806E-16 2.616748158E-03 
004_315 004_315.dat 315 36.81 1.000000000E+00 1.300557532E+03 4.606882771E-15 1.000000000E+20 1.116112224E+00 5.090932908E-16 1.285707425E-03 
004_315_SRH 004_315_srh.dat 315 36.81 1.000000000E+00 2.073029049E+04 1.551043300E-15 1.000000000E+20 1.253142788E+00 3.967627333E-16 2.601164172E-03 
005_315 005_315.dat 315 36.81 1.000000000E+00 1.461500590E+03 5.322206872E-15 1.000000000E+20 1.131609745E+00 6.835440725E-16 1.331688837E-03 
005_315_SRH 005_315_srh.dat 315 36.81 1.000000000E+00 1.411926036E+04 2.274450002E-15 1.000000000E+20 1.253142728E+00 5.823415334E-16 2.609327804E-03 
006_315 006_315.dat 315 36.81 1.000000000E+00 1.568404157E+03 6.360124595E-15 1.000000000E+20 1.143171232E+00 9.502103611E-16 1.250432756E-03 
006_315_SRH 006_315_srh.dat 315 36.81 1.000000000E+00 9.615244902E+03 3.333773592E-15 1.000000000E+20 1.253142637E+00 8.547033169E-16 2.609719127E-03 
007_315 007_315.dat 315 36.81 1.000000000E+00 1.614869656E+03 7.911349337E-15 1.000000000E+20 1.164846381E+00 1.325841496E-15 1.066340492E-03 
007_315_SRH 007_315_srh.dat 315 36.81 1.000000000E+00 6.578848663E+03 4.883560386E-15 1.000000000E+20 1.253336070E+00 1.254396359E-15 2.623777389E-03 
008_315 008_315.dat 315 36.81 1.000000000E+00 1.546903283E+03 1.018358518E-14 1.000000000E+20 1.185180704E+00 1.877596530E-15 7.472650017E-04 
008_315_SRH 008_315_srh.dat 315 36.81 1.000000000E+00 4.478147866E+03 7.146661607E-15 1.000000000E+20 1.253335098E+00 1.840939145E-15 2.621094692E-03 
009_315 009_315.dat 315 36.81 1.000000000E+00 1.385220274E+03 1.351099488E-14 1.000000000E+20 1.214495178E+00 2.748571202E-15 3.937068031E-04 
009_315_SRH 009_315_srh.dat 315 36.81 1.000000000E+00 3.061995299E+03 1.044465146E-14 1.000000000E+20 1.253525649E+00 2.701538876E-15 2.595848970E-03 
010_315 010_315.dat 315 36.81 1.000000000E+00 1.195253971E+03 1.832996522E-14 1.000000000E+20 1.234419079E+00 4.017645546E-15 5.133227520E-04 
010_315_SRH 010_315_srh.dat 315 36.81 1.000000000E+00 2.102812131E+03 1.523489930E-14 1.000000000E+20 1.253903044E+00 3.964042301E-15 2.563496257E-03 
011_315 011_315.dat 315 36.81 1.000000000E+00 9.637825098E+02 2.523127382E-14 1.000000000E+20 1.237596676E+00 5.870425567E-15 8.934766565E-04 
011_315_SRH 011_315_srh.dat 315 36.81 1.000000000E+00 1.443111598E+03 2.215822425E-14 1.000000000E+20 1.254270891E+00 5.815782463E-15 2.561672426E-03 
