T d154 d184 d214 d244
d 150 180 210 240
290 1.280433140E+00 1.277537678E+00 1.275738776E+00 1.274261745E+00
295 1.280786145E+00 1.277999776E+00 1.276447105E+00 1.275117373E+00
300 1.282177778E+00 1.279463922E+00 1.278131711E+00 1.276882400E+00
305 1.284453924E+00 1.281689146E+00 1.280366021E+00 1.279330478E+00
310 1.286263963E+00 1.284547287E+00 1.283177207E+00 1.282165510E+00
315 1.289381421E+00 1.287693494E+00 1.286241511E+00 1.285257718E+00
320 1.292594101E+00 1.291112150E+00 1.289254773E+00 1.288255615E+00
325 1.295451212E+00 1.293878140E+00 1.291826704E+00 1.290548353E+00
330 1.297696359E+00 1.295835222E+00 1.293659552E+00 1.291992380E+00
335 1.298734449E+00 1.296449088E+00 1.293947634E+00 1.291908391E+00
340 1.297748975E+00 1.294922033E+00 1.292014555E+00 1.289648064E+00
