N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.028202014E+00 1.027469131E+00 1.026910244E+00 1.026459221E+00
1.016672606E+01 1.028151168E+00 1.027394622E+00 1.026807843E+00 1.026324877E+00
1.033324570E+01 1.028077013E+00 1.027286243E+00 1.026659357E+00 1.026130764E+00
1.049996187E+01 1.027969185E+00 1.027129265E+00 1.026445261E+00 1.025852331E+00
1.066670514E+01 1.027813082E+00 1.026903293E+00 1.026139108E+00 1.025457180E+00
1.083333839E+01 1.027588534E+00 1.026580930E+00 1.025706566E+00 1.024905006E+00
1.100000000E+01 1.027268545E+00 1.026127080E+00 1.025106093E+00 1.024150565E+00
1.116672606E+01 1.026818754E+00 1.025500254E+00 1.024293457E+00 1.023152708E+00
1.133324570E+01 1.026199013E+00 1.024658321E+00 1.023233459E+00 1.021893173E+00
1.149996187E+01 1.025369582E+00 1.023572214E+00 1.021922330E+00 1.020406580E+00
1.166670514E+01 1.024305503E+00 1.022250752E+00 1.020420378E+00 1.018814151E+00
1.183333839E+01 1.023022150E+00 1.020774515E+00 1.018883255E+00 1.017338355E+00
1.200000000E+01 1.021609451E+00 1.019324174E+00 1.017563627E+00 1.016264343E+00
1.216672606E+01 1.020259324E+00 1.018172010E+00 1.016752801E+00 1.015842325E+00
1.233324570E+01 1.019254436E+00 1.017610903E+00 1.016673041E+00 1.016188204E+00
1.249996187E+01 1.018893781E+00 1.017843445E+00 1.017395781E+00 1.017268736E+00
1.266670514E+01 1.019381013E+00 1.018915667E+00 1.018859350E+00 1.018980081E+00
1.283333839E+01 1.020761687E+00 1.020754538E+00 1.020961997E+00 1.021240262E+00
1.300000000E+01 1.022965076E+00 1.023265764E+00 1.023643418E+00 1.024032775E+00
