fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc FF Pm Vm Im rmsre 
00L1 36500 341.34 33.967 1.000000000E+00 1.590482140E+00 3.463898600E-09 1.000000000E+20 5.392452318E+00 1.221212007E-04 2.401199691E-03 3.785297119E-01 2.400199691E-03 5.416796568E-01 4.921413716E-04 2.770991221E-01 1.776081535E-03 1.825312854E-01 
00L2 36624 341.1 33.991 1.000000000E+00 9.987505028E-01 2.223363028E-09 1.000000000E+20 5.045486081E+00 1.172470138E-04 2.407900376E-03 3.800736504E-01 2.406900376E-03 5.404963166E-01 4.944457127E-04 2.887216718E-01 1.713812418E-03 2.341681639E-01 
00L3 36750 340.86 34.015 1.000000000E+00 1.459822375E+00 3.001256521E-09 1.000000000E+20 5.255792232E+00 1.197031559E-04 2.409853373E-03 3.785370191E-01 2.408853373E-03 5.357669367E-01 4.885338175E-04 2.808390994E-01 1.741108054E-03 1.117903730E-01 
00L4 36866 340.69 34.032 1.000000000E+00 1.469244989E+00 2.894697509E-09 1.000000000E+20 4.980508807E+00 1.050927344E-04 2.410426889E-03 3.802512640E-01 2.409426889E-03 5.402578378E-01 4.949775426E-04 2.831350188E-01 1.748248363E-03 3.643935606E-01 
00L5 36988 340.56 34.045 1.000000000E+00 1.514726656E+00 2.930552439E-09 1.000000000E+20 5.258322399E+00 1.165831500E-04 2.410418734E-03 3.804684856E-01 2.409418734E-03 5.387670976E-01 4.938920530E-04 2.774478888E-01 1.780076540E-03 3.799178053E-01 
00L6 37108 340.47 34.054 1.000000000E+00 1.490393743E+00 2.727737461E-09 1.000000000E+20 4.909642016E+00 1.029535819E-04 2.412403669E-03 3.799101757E-01 2.411403669E-03 5.542470255E-01 5.077550067E-04 2.743475145E-01 1.861446418E-03 6.967247600E-01 
00L7 37226 340.37 34.064 1.000000000E+00 1.544950525E+00 2.858226830E-09 1.000000000E+20 5.201555896E+00 1.125166595E-04 2.410655252E-03 3.814923595E-01 2.409655252E-03 5.414721388E-01 4.977564222E-04 2.772079550E-01 1.795692328E-03 4.368257297E-01 
00L8 37348 340.31 34.07 1.000000000E+00 1.556936281E+00 2.911089481E-09 1.000000000E+20 5.262572799E+00 1.175829750E-04 2.415948009E-03 3.798575826E-01 2.414948009E-03 5.410286612E-01 4.963052371E-04 2.800816213E-01 1.771991134E-03 6.902048237E-01 
00L9 37470 340.25 34.076 1.000000000E+00 1.304992392E+00 2.260282489E-09 1.000000000E+20 4.311601850E+00 7.651552360E-05 2.406860684E-03 3.820877276E-01 2.403777824E-03 4.508499292E-01 4.140849238E-04 2.034300276E-01 2.035412457E-03 2.481115582E+00 
0L10 37586 340.21 34.08 1.000000000E+00 1.521753493E+00 2.759069721E-09 1.000000000E+20 5.323260756E+00 1.185031282E-04 2.415992277E-03 5.550000000E+02 2.414992277E-03 3.702815354E-04 4.962960118E-04 2.806398317E-01 1.768444193E-03 6.204804187E-02 
0L12 41470 329 35.241 1.000000000E+00 1.836347902E+00 5.671991936E-10 1.000000000E+20 4.833849082E+00 8.533057368E-05 2.495686194E-03 4.088718139E-01 2.494686194E-03 -5.441139827E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.031788524E-01 
0L13 41596 335.39 34.569 1.000000000E+00 1.745312223E+00 1.460035504E-09 1.000000000E+20 4.558098342E+00 8.073821431E-05 2.485096110E-03 3.920291217E-01 2.484096110E-03 5.393542500E-01 5.252436729E-04 2.868268665E-01 1.830939264E-03 9.051918762E-02 
0L14 41720 341.15 33.986 1.000000000E+00 1.731333836E+00 3.163849320E-09 1.000000000E+20 4.897975989E+00 1.051947345E-04 2.486145616E-03 3.782083672E-01 2.485145616E-03 5.437582088E-01 5.110798987E-04 2.777678702E-01 1.839961242E-03 1.212585050E-01 
0L15 41838 339.51 34.15 1.000000000E+00 1.745501342E+00 2.378863420E-09 1.000000000E+20 4.616047591E+00 8.925709559E-05 2.486438783E-03 3.825818349E-01 2.485438783E-03 5.417444942E-01 5.151360255E-04 2.791863543E-01 1.845202816E-03 2.081187834E-01 
0L16 41956 338.47 34.255 1.000000000E+00 1.757461220E+00 2.162785686E-09 1.000000000E+20 4.882422476E+00 9.877715896E-05 2.488884601E-03 3.860709764E-01 2.487884601E-03 5.411040082E-01 5.197304199E-04 2.800249028E-01 1.856041107E-03 1.010117700E-01 
0L17 42076 338.96 34.205 1.000000000E+00 1.770907670E+00 2.360512436E-09 1.000000000E+20 4.763972022E+00 9.344037215E-05 2.486579459E-03 3.839088447E-01 2.485579459E-03 5.449833142E-01 5.200426644E-04 2.829395858E-01 1.837979726E-03 1.224690994E-01 
0L18 42196 339.43 34.158 1.000000000E+00 1.821430318E+00 2.686200420E-09 1.000000000E+20 5.319606342E+00 1.198444590E-04 2.491101115E-03 3.836553096E-01 2.490101115E-03 5.420932730E-01 5.178836662E-04 2.819502406E-01 1.836792410E-03 1.975866936E-01 
0L19 42322 339.55 34.146 1.000000000E+00 1.876610869E+00 2.771915377E-09 1.000000000E+20 5.377295025E+00 1.223350246E-04 2.486321187E-03 3.807722295E-01 2.485321187E-03 5.439103409E-01 5.147248133E-04 2.815955448E-01 1.827872940E-03 1.155268773E-01 
0L20 42446 339.6 34.141 1.000000000E+00 1.806412344E+00 2.630262342E-09 1.000000000E+20 4.762119864E+00 9.660107406E-05 2.486863063E-03 3.811866242E-01 2.485863063E-03 5.432067232E-01 5.147306042E-04 2.807819176E-01 1.833205203E-03 7.926927362E-01 
0L21 42558 339.64 34.137 1.000000000E+00 1.878165958E+00 2.831364364E-09 1.000000000E+20 5.168589554E+00 1.130749052E-04 2.488777379E-03 3.818127833E-01 2.487777379E-03 5.430639977E-01 5.158375956E-04 2.822908270E-01 1.827326394E-03 8.477613795E-01 
0L22 42676 339.74 34.127 1.000000000E+00 1.785911416E+00 2.621137582E-09 1.000000000E+20 4.866685670E+00 1.003826288E-04 2.485905334E-03 3.819288252E-01 2.484905334E-03 5.472198561E-01 5.193428213E-04 2.819030242E-01 1.842249360E-03 5.055496858E-01 
0L23 42806 339.84 34.117 1.000000000E+00 1.824640354E+00 2.734661116E-09 1.000000000E+20 5.070885474E+00 1.105813765E-04 2.490258455E-03 3.806607624E-01 2.489258455E-03 5.408584609E-01 5.124974773E-04 2.782570644E-01 1.841834499E-03 8.822825300E-01 
0L24 42920 339.88 34.113 1.000000000E+00 1.785560243E+00 2.655262131E-09 1.000000000E+20 4.797424627E+00 9.954908287E-05 2.492185663E-03 3.817191595E-01 2.491185663E-03 5.389032411E-01 5.124610361E-04 2.782415516E-01 1.841773130E-03 2.173315920E+00 
0L25 43044 339.91 34.11 1.000000000E+00 1.834071284E+00 2.730363504E-09 1.000000000E+20 4.826389774E+00 1.003421681E-04 2.487616882E-03 3.800106590E-01 2.486616882E-03 5.440249741E-01 5.140714596E-04 2.795535766E-01 1.838892170E-03 9.330867181E-01 
0L26 43164 339.95 34.106 1.000000000E+00 1.819465533E+00 2.650378726E-09 1.000000000E+20 4.526315997E+00 9.103767424E-05 2.488782528E-03 3.805842920E-01 2.487782528E-03 5.109314457E-01 4.837554886E-04 2.787285553E-01 1.751241748E-03 1.789499732E+00 
0L27 43280 339.95 34.106 1.000000000E+00 1.780141895E+00 2.634441099E-09 1.000000000E+20 4.662823005E+00 9.369951271E-05 2.490315516E-03 3.798623824E-01 2.489315516E-03 5.426546805E-01 5.131328130E-04 2.786669415E-01 1.841388817E-03 4.612016061E-01 
0L28 43400 339.99 34.102 1.000000000E+00 1.795069176E+00 2.661186513E-09 1.000000000E+20 4.787500837E+00 9.936140259E-05 2.488578432E-03 3.804869957E-01 2.487578432E-03 5.380444436E-01 5.092543548E-04 2.771821144E-01 1.831525782E-03 7.584597483E-01 
0L29 43520 340 34.101 1.000000000E+00 1.787498897E+00 2.628839404E-09 1.000000000E+20 4.756009736E+00 9.721516069E-05 2.488467054E-03 3.821660942E-01 2.487467054E-03 5.395328035E-01 5.128936781E-04 2.783836570E-01 1.842457396E-03 5.676296701E-01 
0L30 43646 340 34.101 1.000000000E+00 1.750178610E+00 2.567373758E-09 1.000000000E+20 4.718980680E+00 9.731746130E-05 2.489793009E-03 3.809922911E-01 2.488793009E-03 5.406018103E-01 5.126045565E-04 2.781286100E-01 1.843085867E-03 7.977237732E-01 
0L31 43756 339.97 34.104 1.000000000E+00 1.748765848E+00 2.665330553E-09 1.000000000E+20 4.796802658E+00 9.891617405E-05 2.487447641E-03 3.803085903E-01 2.486447641E-03 5.443329715E-01 5.147307277E-04 2.806054056E-01 1.834357815E-03 1.611614018E+00 
0L32 43880 340.02 34.099 1.000000000E+00 1.777846108E+00 2.703966494E-09 1.000000000E+20 4.587051683E+00 8.993585225E-05 2.485696115E-03 3.798533295E-01 2.484696115E-03 5.433054733E-01 5.127826217E-04 2.776990390E-01 1.846555302E-03 8.471152666E-01 
0L33 44006 340.02 34.099 1.000000000E+00 1.762603865E+00 2.598832585E-09 1.000000000E+20 4.648567717E+00 9.211906517E-05 2.485771865E-03 3.804188972E-01 2.484771865E-03 5.422095181E-01 5.125258096E-04 2.775565886E-01 1.846518415E-03 4.388827602E-01 
0L34 44126 340.06 34.095 1.000000000E+00 1.767221846E+00 2.679963958E-09 1.000000000E+20 4.983176924E+00 1.095411713E-04 2.492505892E-03 3.803353831E-01 2.491505892E-03 5.420634334E-01 5.136635636E-04 2.805274015E-01 1.831067533E-03 2.402520443E-01 
0L35 44240 340.02 34.099 1.000000000E+00 1.795129623E+00 2.681260975E-09 1.000000000E+20 4.794045417E+00 9.970194076E-05 2.489703984E-03 3.803226881E-01 2.488703984E-03 5.425409297E-01 5.135207349E-04 2.775573484E-01 1.850114127E-03 4.931898276E-01 
0L36 44360 340.03 34.098 1.000000000E+00 1.839336130E+00 2.804492565E-09 1.000000000E+20 4.871793312E+00 1.019215498E-04 2.489107581E-03 3.800126820E-01 2.488107581E-03 5.448219298E-01 5.151359095E-04 2.774821116E-01 1.856342175E-03 1.088344991E+00 
0L37 44766 338.48 34.254 1.000000000E+00 1.741582374E+00 1.948494042E-09 1.000000000E+20 4.286448281E+00 7.372974233E-05 2.569334288E-03 5.550000000E+02 2.566947918E-03 3.837850066E-04 5.467616486E-04 2.853017834E-01 1.916650650E-03 7.876918315E-02 
0L38 44890 339.3 34.171 1.000000000E+00 1.768025616E+00 2.432666052E-09 1.000000000E+20 4.646833677E+00 9.110226513E-05 2.560430905E-03 3.833125877E-01 2.559430905E-03 5.457616095E-01 5.354260217E-04 2.819611529E-01 1.898871329E-03 1.024847755E-01 
0L39 45024 340.35 34.066 1.000000000E+00 1.840218064E+00 2.908568766E-09 1.000000000E+20 4.209651364E+00 7.527052946E-05 2.537906963E-03 5.550000000E+02 2.536060945E-03 -3.943122905E+02 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.239984062E-01 
0L40 45132 340.08 34.093 1.000000000E+00 1.813633421E+00 2.793981442E-09 1.000000000E+20 5.051109855E+00 1.106540740E-04 2.542798221E-03 3.815744545E-01 2.541798221E-03 5.465055117E-01 5.300476456E-04 2.815557828E-01 1.882562472E-03 1.485974643E-01 
0L41 45258 339.92 34.109 1.000000000E+00 1.768738370E+00 2.532288856E-09 1.000000000E+20 4.447314547E+00 8.372586279E-05 2.532806007E-03 3.819502393E-01 2.531806007E-03 5.448463731E-01 5.268794701E-04 2.792762490E-01 1.886611333E-03 2.349062473E-01 
0L42 45384 339.99 34.102 1.000000000E+00 1.822630156E+00 2.723026558E-09 1.000000000E+20 4.989545713E+00 1.093161305E-04 2.529977972E-03 3.610426682E-01 2.528977972E-03 5.751551935E-01 5.251563515E-04 2.832568792E-01 1.854847207E-03 6.986217830E+00 
0L43 45500 340.02 34.099 1.000000000E+00 1.821842994E+00 2.708667735E-09 1.000000000E+20 4.993779008E+00 1.076378968E-04 2.527677073E-03 3.807268495E-01 2.526677073E-03 5.451912630E-01 5.244597121E-04 2.787931327E-01 1.881216780E-03 1.150520650E-01 
0L44 45616 340.02 34.099 1.000000000E+00 1.792076923E+00 2.691410563E-09 1.000000000E+20 4.981754562E+00 1.091846771E-04 2.529281571E-03 3.815168243E-01 2.528281571E-03 5.405510655E-01 5.214058040E-04 2.765415535E-01 1.885614785E-03 2.628905311E-01 
0L45 45740 340.04 34.097 1.000000000E+00 1.746336698E+00 2.516238434E-09 1.000000000E+20 4.685993610E+00 1.005237154E-04 2.526650851E-03 3.799803408E-01 2.525650851E-03 1.142101123E+00 1.096071788E-03 2.859995365E-01 3.721852659E-03 4.331223927E-01 
0L46 45858 340 34.101 1.000000000E+00 1.812944380E+00 2.815567351E-09 1.000000000E+20 4.854839836E+00 1.044036949E-04 2.528460098E-03 3.802501767E-01 2.527460098E-03 5.442092848E-01 5.230216658E-04 2.790317232E-01 1.874336308E-03 4.785269461E-01 
0L47 45972 339.99 34.102 1.000000000E+00 1.789429137E+00 2.671109745E-09 1.000000000E+20 4.987782103E+00 1.065824656E-04 2.524409499E-03 3.817435303E-01 2.523409499E-03 5.456008003E-01 5.255746597E-04 2.797656997E-01 1.878557903E-03 8.785267804E-02 
0L48 46096 340.04 34.097 1.000000000E+00 1.758352945E+00 2.614900201E-09 1.000000000E+20 4.591710522E+00 8.879062829E-05 2.516199594E-03 3.817087762E-01 2.515199594E-03 5.421335679E-01 5.204882123E-04 2.799690215E-01 1.859081542E-03 3.352034243E-01 
0L49 46216 340.04 34.097 1.000000000E+00 1.728477660E+00 2.517442338E-09 1.000000000E+20 4.485720603E+00 8.508549086E-05 2.518104138E-03 3.804740557E-01 2.517104138E-03 5.472651581E-01 5.241119126E-04 2.787001712E-01 1.880463943E-03 9.694697577E-02 
0L50 46336 340.03 34.098 1.000000000E+00 1.766736518E+00 2.615306060E-09 1.000000000E+20 4.699108026E+00 9.510515899E-05 2.521243380E-03 3.812964217E-01 2.520243380E-03 5.430462408E-01 5.218455974E-04 2.797885844E-01 1.865152480E-03 4.167922285E-01 
0L51 46460 340.03 34.098 1.000000000E+00 1.319844634E+00 1.987349262E-09 1.000000000E+20 4.302006450E+00 8.150776869E-05 2.518603751E-03 3.807344823E-01 2.517603751E-03 5.575113419E-01 5.343961194E-04 2.873640418E-01 1.867785900E-03 5.367669483E-01 
0L52 46576 340.04 34.097 1.000000000E+00 1.802093115E+00 2.645336770E-09 1.000000000E+20 4.740753820E+00 9.727240014E-05 2.521621895E-03 3.808498882E-01 2.520621895E-03 5.447327766E-01 5.229317903E-04 2.801955009E-01 1.866310395E-03 2.571273124E-01 
0L53 46698 340.04 34.097 1.000000000E+00 1.706401711E+00 2.449630026E-09 1.000000000E+20 4.730032053E+00 9.717943854E-05 2.522388081E-03 3.807069569E-01 2.521388081E-03 5.465889384E-01 5.246761789E-04 2.804407473E-01 1.870891575E-03 4.021179336E-01 
0L54 46816 340.03 34.098 1.000000000E+00 1.797201617E+00 2.792400617E-09 1.000000000E+20 4.943279164E+00 1.062134293E-04 2.521031053E-03 3.803905060E-01 2.520031053E-03 5.454285102E-01 5.228455267E-04 2.798560070E-01 1.868210897E-03 8.305379317E-01 
0L55 46938 340.04 34.097 1.000000000E+00 1.683202155E+00 2.381781710E-09 1.000000000E+20 4.318354603E+00 8.016011108E-05 2.522574061E-03 3.805357215E-01 2.521574061E-03 -5.783967232E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.035070086E-01 
0L56 47060 340.03 34.098 1.000000000E+00 1.695758688E+00 2.405371352E-09 1.000000000E+20 4.573172246E+00 9.088518236E-05 2.521696574E-03 3.798174861E-01 2.520696574E-03 5.472408721E-01 5.239309480E-04 2.800530782E-01 1.870819650E-03 3.347410996E-01 
0L57 47178 340.03 34.098 1.000000000E+00 1.751180690E+00 2.541420783E-09 1.000000000E+20 4.526587863E+00 8.832935199E-05 2.521625448E-03 3.798755791E-01 2.520625448E-03 -5.796199050E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 8.208285170E-02 
