T d154 d184 d214 d244
d 150 180 210 240
290 1.253788736E+00 1.253511655E+00 1.252192226E+00 1.252477644E+00
295 1.253326828E+00 1.253097840E+00 1.252063089E+00 1.252203021E+00
300 1.253703913E+00 1.253470424E+00 1.252524936E+00 1.252793612E+00
305 1.254562422E+00 1.254351257E+00 1.253446821E+00 1.253714079E+00
310 1.255525655E+00 1.254692205E+00 1.254403535E+00 1.254872378E+00
315 1.255908506E+00 1.255106028E+00 1.254733571E+00 1.255296517E+00
320 1.254864125E+00 1.254120984E+00 1.253738690E+00 1.254246426E+00
325 1.250587143E+00 1.250137735E+00 1.249693749E+00 1.249997237E+00
330 1.240838063E+00 1.240632612E+00 1.240188091E+00 1.240404337E+00
335 1.221256806E+00 1.220002680E+00 1.221205601E+00 1.221182431E+00
340 1.185760364E+00 1.185460781E+00 1.186752443E+00 1.186311718E+00
