Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.007502702E+00 1.182827505E+00 -1.753248030E-01 1.005929479E+00 1.170692345E+00 -1.647628660E-01 1.573223000E-03 1.213516000E-02
1.468000E+10 1.007500237E+00 1.183122966E+00 -1.756227290E-01 1.006338318E+00 1.174636949E+00 -1.682986310E-01 1.161919000E-03 8.486017000E-03
2.154000E+10 1.007497163E+00 1.183550570E+00 -1.760534070E-01 1.006656232E+00 1.177653864E+00 -1.709976320E-01 8.409310000E-04 5.896706000E-03
3.162000E+10 1.007493785E+00 1.184165399E+00 -1.766716140E-01 1.006894090E+00 1.180083576E+00 -1.731894860E-01 5.996950000E-04 4.081823000E-03
4.642000E+10 1.007491148E+00 1.185041286E+00 -1.775501380E-01 1.007067634E+00 1.182220631E+00 -1.751529970E-01 4.235140000E-04 2.820655000E-03
6.813000E+10 1.007491915E+00 1.186272624E+00 -1.787807090E-01 1.007194356E+00 1.184323135E+00 -1.771287790E-01 2.975590000E-04 1.949489000E-03
1.000000E+11 1.007502011E+00 1.187971730E+00 -1.804697190E-01 1.007293076E+00 1.186621677E+00 -1.793286010E-01 2.089350000E-04 1.350053000E-03
1.468000E+11 1.007533358E+00 1.190256775E+00 -1.827234170E-01 1.007386009E+00 1.189318146E+00 -1.819321370E-01 1.473490000E-04 9.386290000E-04
2.154000E+11 1.007607818E+00 1.193225481E+00 -1.856176630E-01 1.007502813E+00 1.192569026E+00 -1.850662130E-01 1.050050000E-04 6.564550000E-04
3.162000E+11 1.025944534E+00 1.196914579E+00 -1.709700450E-01 1.026167190E+00 1.196451894E+00 -1.702847040E-01 -2.226560000E-04 4.626850000E-04
4.642000E+11 1.059845179E+00 1.201257550E+00 -1.414123710E-01 1.059960205E+00 1.200928338E+00 -1.409681330E-01 -1.150260000E-04 3.292120000E-04
6.813000E+11 1.093958197E+00 1.206069510E+00 -1.121113130E-01 1.093999340E+00 1.205832841E+00 -1.118335010E-01 -4.114300000E-05 2.366690000E-04
1.000000E+12 1.124840425E+00 1.211085940E+00 -8.624551500E-02 1.124835835E+00 1.210913949E+00 -8.607811400E-02 4.590000000E-06 1.719910000E-04
1.468000E+12 1.150390878E+00 1.216043316E+00 -6.565243800E-02 1.150362853E+00 1.215916984E+00 -6.555413100E-02 2.802500000E-05 1.263320000E-04
2.154000E+12 1.170511298E+00 1.220746959E+00 -5.023566100E-02 1.170474995E+00 1.220653054E+00 -5.017805900E-02 3.630300000E-05 9.390500000E-05
3.162000E+12 1.186347980E+00 1.225086638E+00 -3.873865800E-02 1.186311718E+00 1.225015786E+00 -3.870406800E-02 3.626200000E-05 7.085200000E-05
4.642000E+12 1.199194639E+00 1.229020798E+00 -2.982615900E-02 1.199161987E+00 1.228966425E+00 -2.980443800E-02 3.265200000E-05 5.437300000E-05
6.813000E+12 1.209956788E+00 1.232552678E+00 -2.259589000E-02 1.209928627E+00 1.232510143E+00 -2.258151600E-02 2.816100000E-05 4.253500000E-05
1.000000E+13 1.219140142E+00 1.235727827E+00 -1.658768500E-02 1.219116272E+00 1.235693901E+00 -1.657762900E-02 2.387000000E-05 3.392600000E-05
