T d154 d184 d214 d244
d 150 180 210 240
290 1.255476729E+00 1.253604247E+00 1.252123569E+00 1.249923030E+00
295 1.256021101E+00 1.254237077E+00 1.253061329E+00 1.251015015E+00
300 1.257280675E+00 1.255711041E+00 1.254623765E+00 1.252718095E+00
305 1.259083334E+00 1.257405284E+00 1.256039891E+00 1.254847736E+00
310 1.261211490E+00 1.259370158E+00 1.257951985E+00 1.256853737E+00
315 1.262731897E+00 1.260842916E+00 1.259436971E+00 1.258322262E+00
320 1.263139730E+00 1.261226608E+00 1.259672258E+00 1.258676468E+00
325 1.261452260E+00 1.259386686E+00 1.257785598E+00 1.256699834E+00
330 1.255752968E+00 1.253611616E+00 1.250622680E+00 1.251012439E+00
335 1.243138631E+00 1.240948830E+00 1.238201265E+00 1.238878182E+00
340 1.218945833E+00 1.217001760E+00 1.214906787E+00 1.216273965E+00
