T d154 d184 d214 d244
d 150 180 210 240
290 1.242520703E+00 1.240418506E+00 1.238329872E+00 1.235320034E+00
295 1.244430057E+00 1.242330218E+00 1.240500911E+00 1.237611541E+00
300 1.246647005E+00 1.244605305E+00 1.242733791E+00 1.239859908E+00
305 1.248894663E+00 1.246509319E+00 1.244136033E+00 1.241747855E+00
310 1.250856849E+00 1.247947458E+00 1.245162206E+00 1.242519847E+00
315 1.251426927E+00 1.247920612E+00 1.244593582E+00 1.241394617E+00
320 1.249790283E+00 1.245406137E+00 1.241063951E+00 1.237133279E+00
325 1.244451759E+00 1.238530944E+00 1.232756126E+00 1.227420205E+00
330 1.232625734E+00 1.224370145E+00 1.215013237E+00 1.209032404E+00
335 1.210169767E+00 1.198238086E+00 1.185646799E+00 1.176747462E+00
340 1.171071407E+00 1.153926659E+00 1.136905423E+00 1.124165131E+00
