T d154 d184 d214 d244
d 150 180 210 240
290 1.278595619E+00 1.278882572E+00 1.278900926E+00 1.277759958E+00
295 1.277054840E+00 1.277248742E+00 1.277423675E+00 1.276328404E+00
300 1.276364719E+00 1.276629465E+00 1.276788951E+00 1.275770125E+00
305 1.276573800E+00 1.276633782E+00 1.276448152E+00 1.276101530E+00
310 1.277658590E+00 1.277515859E+00 1.277267733E+00 1.276990724E+00
315 1.278946996E+00 1.278779152E+00 1.278563097E+00 1.278273541E+00
320 1.280335535E+00 1.280211492E+00 1.279885137E+00 1.279719066E+00
325 1.281476368E+00 1.281303187E+00 1.280926833E+00 1.280623172E+00
330 1.281573806E+00 1.281392277E+00 1.279487216E+00 1.280493389E+00
335 1.279572031E+00 1.279251133E+00 1.277186384E+00 1.278010836E+00
340 1.273593417E+00 1.273067934E+00 1.270726785E+00 1.271222797E+00
