fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
006_310 006_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 5.635367950E-14 1.000000000E+20 1.142699839E+00 1.655273115E-14 4.811862042E-04 
006_310_SRH 006_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 5.491466543E-14 1.000000000E+20 1.143323267E+00 1.651382701E-14 4.935801495E-04 
008_310 008_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.179293955E-13 1.000000000E+20 1.143405389E+00 3.557407007E-14 4.953973807E-04 
008_310_SRH 008_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.164917658E-13 1.000000000E+20 1.143706703E+00 3.553488463E-14 5.014355361E-04 
009_310 009_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.701617581E-13 1.000000000E+20 1.143738081E+00 5.214883449E-14 5.037519286E-04 
009_310_SRH 009_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.687117568E-13 1.000000000E+20 1.143832797E+00 5.211590945E-14 5.076828211E-04 
011_310 011_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 3.483856362E-13 1.000000000E+20 1.144200626E+00 1.120078618E-13 5.277622527E-04 
011_310_SRH 011_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 3.469378444E-13 1.000000000E+20 1.144246053E+00 1.119747038E-13 5.297654881E-04 
012_310 012_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 4.915130910E-13 1.000000000E+20 1.144536093E+00 1.640352970E-13 5.469489802E-04 
012_310_SRH 012_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 4.900670410E-13 1.000000000E+20 1.144567816E+00 1.640019538E-13 5.484183782E-04 
014_310 014_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 9.341018456E-13 1.000000000E+20 1.145495097E+00 3.510785693E-13 6.109129842E-04 
014_310_SRH 014_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 9.326611335E-13 1.000000000E+20 1.145511054E+00 3.510445902E-13 6.117746388E-04 
016_310 016_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.629882066E-12 1.000000000E+20 1.146811069E+00 7.492048663E-13 7.304966362E-04 
016_310_SRH 016_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.628449172E-12 1.000000000E+20 1.146819368E+00 7.491698468E-13 7.310760018E-04 
