N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 315 1.800E-4 1.222960471E+00 1.271783785E+00
1.468000E+10 1.000E+17 315 1.800E-4 1.249210452E+00 1.272413733E+00
2.154000E+10 1.000E+17 315 1.800E-4 1.257254777E+00 1.274151215E+00
3.162000E+10 1.000E+17 315 1.800E-4 1.264727441E+00 1.276421386E+00
4.642000E+10 1.000E+17 315 1.800E-4 1.270577878E+00 1.278828426E+00
6.813000E+10 1.000E+17 315 1.800E-4 1.275991046E+00 1.281680065E+00
1.000000E+11 1.000E+17 315 1.800E-4 1.281721729E+00 1.285592788E+00
1.468000E+11 1.000E+17 315 1.800E-4 1.287493352E+00 1.290054644E+00
2.154000E+11 1.000E+17 315 1.800E-4 1.292927834E+00 1.294613292E+00
3.162000E+11 1.000E+17 315 1.800E-4 1.299050528E+00 1.299728730E+00
4.642000E+11 1.000E+17 315 1.800E-4 1.304135356E+00 1.304291339E+00
6.813000E+11 1.000E+17 315 1.800E-4 1.308557185E+00 1.308635919E+00
1.000000E+12 1.000E+17 315 1.800E-4 1.312508092E+00 1.312818525E+00
1.468000E+12 1.000E+17 315 1.800E-4 1.316589091E+00 1.316953097E+00
2.154000E+12 1.000E+17 315 1.800E-4 1.320587467E+00 1.320903394E+00
3.162000E+12 1.000E+17 315 1.800E-4 1.324658584E+00 1.324931796E+00
4.642000E+12 1.000E+17 315 1.800E-4 1.317611967E+00 1.317893276E+00
6.813000E+12 1.000E+17 315 1.800E-4 1.318907610E+00 1.319179618E+00
1.000000E+13 1.000E+17 315 1.800E-4 1.340768008E+00 1.340941548E+00
