N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.206079630E+00 1.200291118E+00 1.190001961E+00 1.168026863E+00 1.124867039E+00 1.048976374E+00 1.015199634E+00 1.016284107E+00 1.019251527E+00 1.024718875E+00 1.033580608E+00
1.600000000E+01 1.257215007E+00 1.257580885E+00 1.258723363E+00 1.260517708E+00 1.262483616E+00 1.264303205E+00 1.265558681E+00 1.265294960E+00 1.262602186E+00 1.255494293E+00 1.241019840E+00
1.700000000E+01 1.333844520E+00 1.332090925E+00 1.331281991E+00 1.331606401E+00 1.332762015E+00 1.334989934E+00 1.338059937E+00 1.341704983E+00 1.346013348E+00 1.350299115E+00 1.354507281E+00
1.549996187E+01 1.231827186E+00 1.232240237E+00 1.232727914E+00 1.232502726E+00 1.230491070E+00 1.224359683E+00 1.210652100E+00 1.183829642E+00 1.135706197E+00 1.058011879E+00 1.010777487E+00
1.649996187E+01 1.291666629E+00 1.290864322E+00 1.291109924E+00 1.292296912E+00 1.294238023E+00 1.296881176E+00 1.299969078E+00 1.302966287E+00 1.305851194E+00 1.308118284E+00 1.309400129E+00
1.674996808E+01 1.311654437E+00 1.310334189E+00 1.310084623E+00 1.310876341E+00 1.312598333E+00 1.314817653E+00 1.317941496E+00 1.321386284E+00 1.325109537E+00 1.328824912E+00 1.331982446E+00
1.624993176E+01 1.273722506E+00 1.273670989E+00 1.274471878E+00 1.276054056E+00 1.278166918E+00 1.280147122E+00 1.282666030E+00 1.284826503E+00 1.285986262E+00 1.285753279E+00 1.281293942E+00
1.574996808E+01 1.244060396E+00 1.244603394E+00 1.245832356E+00 1.247123262E+00 1.248273314E+00 1.248148624E+00 1.245722709E+00 1.238796192E+00 1.224441526E+00 1.197305538E+00 1.150362853E+00
1.524993176E+01 1.219893178E+00 1.219273608E+00 1.217268917E+00 1.211984371E+00 1.199810964E+00 1.174765100E+00 1.127268276E+00 1.048691300E+00 1.012784239E+00 1.013613880E+00 1.015824940E+00
