N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.025190985E+00 1.024193944E+00 1.023398522E+00 1.022726641E+00
1.600000000E+01 1.230368418E+00 1.223687295E+00 1.217545725E+00 1.212611551E+00
1.700000000E+01 1.236246401E+00 1.231759895E+00 1.228286066E+00 1.226334054E+00
1.549996187E+01 1.121031739E+00 1.103795888E+00 1.089241074E+00 1.076532255E+00
1.649996187E+01 1.233362757E+00 1.226736844E+00 1.221115612E+00 1.216539786E+00
1.674996808E+01 1.232677046E+00 1.226641156E+00 1.221880022E+00 1.218311913E+00
1.624993176E+01 1.234545400E+00 1.227853475E+00 1.222018015E+00 1.216750342E+00
1.574996808E+01 1.211722629E+00 1.199811899E+00 1.192923211E+00 1.186621677E+00
1.524993176E+01 1.012256557E+00 1.011224844E+00 1.010458397E+00 1.009856020E+00
