Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.188203358E+00 1.191973865E+00 -3.770507000E-03 1.187216898E+00 1.189363221E+00 -2.146323000E-03 9.864600000E-04 2.610644000E-03
1.468000E+10 1.188355980E+00 1.191996248E+00 -3.640268000E-03 1.187676403E+00 1.190160477E+00 -2.484074000E-03 6.795770000E-04 1.835771000E-03
2.154000E+10 1.188576937E+00 1.192029004E+00 -3.452067000E-03 1.188109667E+00 1.190748655E+00 -2.638988000E-03 4.672700000E-04 1.280349000E-03
3.162000E+10 1.188894863E+00 1.192076939E+00 -3.182076000E-03 1.188573799E+00 1.191188923E+00 -2.615124000E-03 3.210640000E-04 8.880160000E-04
4.642000E+10 1.189348298E+00 1.192147033E+00 -2.798735000E-03 1.189127570E+00 1.191533174E+00 -2.405604000E-03 2.207280000E-04 6.138590000E-04
6.813000E+10 1.189986889E+00 1.192249376E+00 -2.262487000E-03 1.189834833E+00 1.191825625E+00 -1.990792000E-03 1.520560000E-04 4.237510000E-04
1.000000E+11 1.190870423E+00 1.192412675E+00 -1.542252000E-03 1.190765285E+00 1.192119218E+00 -1.353933000E-03 1.051380000E-04 2.934570000E-04
1.468000E+11 1.192063517E+00 1.192631243E+00 -5.677260000E-04 1.191990364E+00 1.192427933E+00 -4.375690000E-04 7.315300000E-05 2.033100000E-04
2.154000E+11 1.193623514E+00 1.192946021E+00 6.774930000E-04 1.193572133E+00 1.192804590E+00 7.675430000E-04 5.138100000E-05 1.414310000E-04
3.162000E+11 1.195581832E+00 1.193396631E+00 2.185201000E-03 1.195545236E+00 1.193297564E+00 2.247672000E-03 3.659600000E-05 9.906700000E-05
4.642000E+11 1.197925462E+00 1.194036830E+00 3.888632000E-03 1.197898887E+00 1.193966719E+00 3.932168000E-03 2.657500000E-05 7.011100000E-05
6.813000E+11 1.200593374E+00 1.194931599E+00 5.661775000E-03 1.200573602E+00 1.194881297E+00 5.692305000E-03 1.977200000E-05 5.030200000E-05
1.000000E+12 1.203500801E+00 1.196163540E+00 7.337261000E-03 1.203485665E+00 1.196126769E+00 7.358896000E-03 1.513600000E-05 3.677100000E-05
1.468000E+12 1.206582270E+00 1.197821646E+00 8.760624000E-03 1.206570322E+00 1.197794133E+00 8.776189000E-03 1.194800000E-05 2.751300000E-05
2.154000E+12 1.209819648E+00 1.199992603E+00 9.827045000E-03 1.209809936E+00 1.199971449E+00 9.838487000E-03 9.712000000E-06 2.115400000E-05
3.162000E+12 1.213231019E+00 1.202730716E+00 1.050030300E-02 1.213222918E+00 1.202713984E+00 1.050893400E-02 8.101000000E-06 1.673200000E-05
4.642000E+12 1.216837060E+00 1.206059625E+00 1.077743500E-02 1.216830168E+00 1.206046025E+00 1.078414300E-02 6.892000000E-06 1.360000000E-05
6.813000E+12 1.220638804E+00 1.209949849E+00 1.068895500E-02 1.220632866E+00 1.209938544E+00 1.069432200E-02 5.938000000E-06 1.130500000E-05
1.000000E+13 1.224616738E+00 1.214326893E+00 1.028984500E-02 1.224611591E+00 1.214317353E+00 1.029423800E-02 5.147000000E-06 9.540000000E-06
